ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0050931	GO:0050931	pigment cell differentiation	4/916	36/18614	0.0990282655531285	0.447557280053579	0.403143270195848	ANKRD27/EDNRB/ADAMTS20/CITED1	4
GO:0070873	GO:0070873	regulation of glycogen metabolic process	4/916	36/18614	0.0990282655531285	0.447557280053579	0.403143270195848	SORBS1/PASK/RUBCNL/IGF1	4
GO:0090218	GO:0090218	positive regulation of lipid kinase activity	4/916	36/18614	0.0990282655531285	0.447557280053579	0.403143270195848	VAV3/VAV2/AGAP2/FGFR3	4
GO:1903725	GO:1903725	regulation of phospholipid metabolic process	4/916	36/18614	0.0990282655531285	0.447557280053579	0.403143270195848	ACSL3/SCARB1/PDGFA/APOC1	4
GO:0001660	GO:0001660	fever generation	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	EDNRB/TNFRSF11A	2
GO:0002423	GO:0002423	natural killer cell mediated immune response to tumor cell	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	PVR/CEACAM1	2
GO:0003139	GO:0003139	secondary heart field specification	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	WNT5A/ISL1	2
GO:0003183	GO:0003183	mitral valve morphogenesis	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	NOTCH1/SMAD6	2
GO:0007494	GO:0007494	midgut development	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	EDNRB/WNT5A	2
GO:0007614	GO:0007614	short-term memory	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	CHRNA7/SERPINF1	2
GO:0008611	GO:0008611	ether lipid biosynthetic process	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	FASN/PLA2G4C	2
GO:0009174	GO:0009174	pyrimidine ribonucleoside monophosphate biosynthetic process	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	DCK/UCK1	2
GO:0010248	GO:0010248	establishment or maintenance of transmembrane electrochemical gradient	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	ATP1B1/ATP1A3	2
GO:0010917	GO:0010917	negative regulation of mitochondrial membrane potential	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	BNIP3/RNF122	2
GO:0010960	GO:0010960	magnesium ion homeostasis	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	ANK3/CNNM3	2
GO:0016081	GO:0016081	synaptic vesicle docking	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	UNC13A/SNAP25	2
GO:0019065	GO:0019065	receptor-mediated endocytosis of virus by host cell	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	CTSL/DPP4	2
GO:0021548	GO:0021548	pons development	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	CDK5R1/CDK5R2	2
GO:0021559	GO:0021559	trigeminal nerve development	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	POU4F1/ISL1	2
GO:0021781	GO:0021781	glial cell fate commitment	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	SOX8/OLIG2	2
GO:0021889	GO:0021889	olfactory bulb interneuron differentiation	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	WNT5A/ERBB4	2
GO:0021892	GO:0021892	cerebral cortex GABAergic interneuron differentiation	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	RAC3/LHX6	2
GO:0021903	GO:0021903	rostrocaudal neural tube patterning	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	HES1/GBX2	2
GO:0030002	GO:0030002	cellular anion homeostasis	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	WNK4/CKB	2
GO:0030644	GO:0030644	cellular chloride ion homeostasis	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	WNK4/CKB	2
GO:0032060	GO:0032060	bleb assembly	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	P2RX7/LPAR1	2
GO:0032490	GO:0032490	detection of molecule of bacterial origin	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	TLR4/SCARB1	2
GO:0032610	GO:0032610	interleukin-1 alpha production	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	P2RX7/ISL1	2
GO:0032650	GO:0032650	regulation of interleukin-1 alpha production	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	P2RX7/ISL1	2
GO:0034350	GO:0034350	regulation of glial cell apoptotic process	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	PRKCA/AKAP12	2
GO:0034379	GO:0034379	very-low-density lipoprotein particle assembly	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	ACSL3/APOC1	2
GO:0035821	GO:0035821	modulation of process of other organism	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	SYK/P2RX7	2
GO:0035878	GO:0035878	nail development	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	HOXC13/ITGB4	2
GO:0044848	GO:0044848	biological phase	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	TGFB2/WNT5A	2
GO:0045654	GO:0045654	positive regulation of megakaryocyte differentiation	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	HMGB2/MTURN	2
GO:0045837	GO:0045837	negative regulation of membrane potential	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	BNIP3/RNF122	2
GO:0046504	GO:0046504	glycerol ether biosynthetic process	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	FASN/PLA2G4C	2
GO:0046643	GO:0046643	regulation of gamma-delta T cell activation	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	SYK/TCF7	2
GO:0046710	GO:0046710	GDP metabolic process	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	LRGUK/NUDT18	2
GO:0048505	GO:0048505	regulation of timing of cell differentiation	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	HES1/NOTCH1	2
GO:0048755	GO:0048755	branching morphogenesis of a nerve	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	BCL11A/EPHA7	2
GO:0060742	GO:0060742	epithelial cell differentiation involved in prostate gland development	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	NOTCH1/HOXB13	2
GO:0060767	GO:0060767	epithelial cell proliferation involved in prostate gland development	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	SERPINF1/NOTCH1	2
GO:0060900	GO:0060900	embryonic camera-type eye formation	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	PROX1/WNT5A	2
GO:0071313	GO:0071313	cellular response to caffeine	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	SLC8A1/TMEM38A	2
GO:0071492	GO:0071492	cellular response to UV-A	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	OPN5/CERS1	2
GO:0072173	GO:0072173	metanephric tubule morphogenesis	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	HES1/SOX8	2
GO:0097384	GO:0097384	cellular lipid biosynthetic process	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	FASN/PLA2G4C	2
GO:0097400	GO:0097400	interleukin-17-mediated signaling pathway	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	TRIM32/NOTCH1	2
GO:0098974	GO:0098974	postsynaptic actin cytoskeleton organization	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	POTEKP/RAC3	2
GO:1903564	GO:1903564	regulation of protein localization to cilium	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	CROCC/ENTR1	2
GO:1904238	GO:1904238	pericyte cell differentiation	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	NOTCH1/FOXC2	2
GO:2000049	GO:2000049	positive regulation of cell-cell adhesion mediated by cadherin	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	PTPRU/WNT5A	2
GO:2000344	GO:2000344	positive regulation of acrosome reaction	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	PLB1/CACNA1H	2
GO:2000672	GO:2000672	negative regulation of motor neuron apoptotic process	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	NEFL/CNTFR	2
GO:2000833	GO:2000833	positive regulation of steroid hormone secretion	2/916	11/18614	0.0991216361460199	0.447557280053579	0.403143270195848	DAB2/BMP6	2
GO:0017156	GO:0017156	calcium-ion regulated exocytosis	6/916	65/18614	0.0996692764488378	0.447881303970551	0.403435139119294	RIMS4/RAPGEF4/NOTCH1/UNC13A/CDK5R2/SNAP25	6
GO:0019226	GO:0019226	transmission of nerve impulse	6/916	65/18614	0.0996692764488378	0.447881303970551	0.403435139119294	GRIK2/ANK3/HCN1/JAM3/KCNA2/CACNB4	6
GO:0030888	GO:0030888	regulation of B cell proliferation	6/916	65/18614	0.0996692764488378	0.447881303970551	0.403435139119294	TLR4/TNFRSF13C/VAV3/CTLA4/FCGR2B/TNFRSF21	6
GO:0048857	GO:0048857	neural nucleus development	6/916	65/18614	0.0996692764488378	0.447881303970551	0.403435139119294	CDK5R1/POTEE/BASP1/CKB/SYNGR3/CDK5R2	6
GO:0071715	GO:0071715	icosanoid transport	6/916	65/18614	0.0996692764488378	0.447881303970551	0.403435139119294	SYK/MAP2K6/PLA2G6/P2RX7/TNFRSF11A/SLCO1B1	6
GO:1990845	GO:1990845	adaptive thermogenesis	12/916	161/18614	0.100042149057067	0.447881303970551	0.403435139119294	ACVR2B/SYK/SCD/TLR4/PER2/MAP2K6/NOTCH1/ESRRG/FOXC2/SORL1/ACHE/GATM	12
GO:0007044	GO:0007044	cell-substrate junction assembly	8/916	96/18614	0.100302075530404	0.447881303970551	0.403435139119294	SORBS1/PTPRK/PTPRJ/STON1/CORO2B/LAMA3/ACTN2/ITGB4	8
GO:0072080	GO:0072080	nephron tubule development	8/916	96/18614	0.100302075530404	0.447881303970551	0.403435139119294	POU3F3/HES1/NOTCH1/CTNNBIP1/ADAMTS16/SOX8/WNK4/CITED1	8
GO:0007229	GO:0007229	integrin-mediated signaling pathway	9/916	112/18614	0.100599841657123	0.447881303970551	0.403435139119294	ITGA9/SYK/SLC2A10/SEMA7A/CEACAM1/ADAM11/VAV3/ITGA7/ITGB4	9
GO:1902749	GO:1902749	regulation of cell cycle G2/M phase transition	9/916	112/18614	0.100599841657123	0.447881303970551	0.403435139119294	CENPF/CCND1/AURKB/CDK2/TICRR/BRCA1/STOX1/CDC25C/HUS1B	9
GO:1905954	GO:1905954	positive regulation of lipid localization	9/916	112/18614	0.100599841657123	0.447881303970551	0.403435139119294	DAB2/ERFE/SCARB1/ABCA8/MAP2K6/PLA2G6/BMP6/P2RX7/TNFRSF11A	9
GO:0060538	GO:0060538	skeletal muscle organ development	13/916	178/18614	0.100908636772707	0.447881303970551	0.403435139119294	MEGF10/CYP26B1/RXRG/EOMES/NR4A1/NOTCH1/GPC1/EGR2/ITGA7/SOX8/BASP1/CNTFR/DNER	13
GO:0045619	GO:0045619	regulation of lymphocyte differentiation	15/916	212/18614	0.101185569838005	0.447881303970551	0.403435139119294	CAMK4/SYK/CYP26B1/PIK3R6/FANCD2/ARID1B/FANCA/ERBB2/SHB/CTLA4/TCF7/RASGRP1/NRARP/ZMIZ1/TOX	15
GO:0120032	GO:0120032	regulation of plasma membrane bounded cell projection assembly	14/916	195/18614	0.101251554320248	0.447881303970551	0.403435139119294	MYO10/RAP1GAP/TGFBR1/CROCC/ENTR1/RAB17/DPYSL3/ADAMTS16/P2RX7/CDC42EP4/PLCE1/MNS1/AGRN/PALM	14
GO:0003177	GO:0003177	pulmonary valve development	3/916	23/18614	0.101326589904034	0.447881303970551	0.403435139119294	TGFB2/NOTCH1/SMAD6	3
GO:0003283	GO:0003283	atrial septum development	3/916	23/18614	0.101326589904034	0.447881303970551	0.403435139119294	TGFB2/WNT5A/ISL1	3
GO:0006925	GO:0006925	inflammatory cell apoptotic process	3/916	23/18614	0.101326589904034	0.447881303970551	0.403435139119294	CTSL/ST6GAL1/IRF7	3
GO:0010560	GO:0010560	positive regulation of glycoprotein biosynthetic process	3/916	23/18614	0.101326589904034	0.447881303970551	0.403435139119294	SLC2A10/PXYLP1/IGF1	3
GO:0036303	GO:0036303	lymph vessel morphogenesis	3/916	23/18614	0.101326589904034	0.447881303970551	0.403435139119294	ACVR2B/PROX1/FOXC2	3
GO:0036315	GO:0036315	cellular response to sterol	3/916	23/18614	0.101326589904034	0.447881303970551	0.403435139119294	RORA/INSIG1/GRAMD1A	3
GO:0038095	GO:0038095	Fc-epsilon receptor signaling pathway	3/916	23/18614	0.101326589904034	0.447881303970551	0.403435139119294	SYK/VAV3/VAV2	3
GO:0060065	GO:0060065	uterus development	3/916	23/18614	0.101326589904034	0.447881303970551	0.403435139119294	TGFB2/CDKN1C/WNT5A	3
GO:0072170	GO:0072170	metanephric tubule development	3/916	23/18614	0.101326589904034	0.447881303970551	0.403435139119294	POU3F3/HES1/SOX8	3
GO:0072243	GO:0072243	metanephric nephron epithelium development	3/916	23/18614	0.101326589904034	0.447881303970551	0.403435139119294	POU3F3/HES1/SOX8	3
GO:0050920	GO:0050920	regulation of chemotaxis	16/916	230/18614	0.103673492473148	0.4575763109185	0.412168047687108	PDGFD/SEMA6A/ST6GAL1/SEMA4D/SEMA7A/DPP4/NOTCH1/PGF/ADGRA2/SEMA3D/JAM3/SEMA6C/WNT5A/AGER/TUBB2B/LPAR1	16
GO:0045931	GO:0045931	positive regulation of mitotic cell cycle	10/916	129/18614	0.103792364234937	0.4575763109185	0.412168047687108	CCND1/TERT/HES1/PRKCA/STOX1/SHB/CDT1/ESPL1/USP2/CDC25C	10
GO:2000027	GO:2000027	regulation of animal organ morphogenesis	10/916	129/18614	0.103792364234937	0.4575763109185	0.412168047687108	DAB2/ANKRD6/CELSR3/STOX1/PDGFA/NKD1/PLEKHA4/SOX8/CELSR2/WNT5A	10
GO:0001659	GO:0001659	temperature homeostasis	13/916	179/18614	0.104200633413119	0.458573791937734	0.413066542199373	ACVR2B/SYK/SCD/TLR4/PER2/EDNRB/MAP2K6/NOTCH1/ESRRG/FOXC2/ACHE/GATM/TNFRSF11A	13
GO:0007219	GO:0007219	Notch signaling pathway	13/916	179/18614	0.104200633413119	0.458573791937734	0.413066542199373	ONECUT1/HES1/TSPAN5/TGFB2/NOTCH1/JAG2/NRARP/NOTCH4/FOXC2/CEBPA/TSPAN15/ZMIZ1/DNER	13
GO:0070302	GO:0070302	regulation of stress-activated protein kinase signaling cascade	14/916	196/18614	0.104394063711966	0.458795672257097	0.413266403896472	TLR4/ANKRD6/MTURN/PHLPP1/TRAF4/TGFB2/DAB2IP/FCGR2B/RASGRP1/WNT5A/MAPK8IP2/BIRC7/MECOM/AGER	14
GO:0045912	GO:0045912	negative regulation of carbohydrate metabolic process	5/916	51/18614	0.104727571105713	0.458795672257097	0.413266403896472	CBFA2T3/PASK/HDAC4/ERFE/C1QTNF3	5
GO:0051180	GO:0051180	vitamin transport	5/916	51/18614	0.104727571105713	0.458795672257097	0.413266403896472	SCARB1/SLC2A10/SLC2A3/SLC19A1/TCN2	5
GO:0010876	GO:0010876	lipid localization	31/916	497/18614	0.10472832826181	0.458795672257097	0.413266403896472	ACSL3/UGCG/DAB2/ATP11A/SYK/VLDLR/ANO7/ERFE/SLC25A10/SCARB1/ABCA8/ABCB1/ANO4/GRAMD1A/CEACAM1/FABP7/TTC39B/MAP2K6/PLA2G6/APOC1/BMP6/APOLD1/ATP10A/PRELID2/P2RX7/WNK4/TNFRSF11A/OSBPL10/SLCO1B1/ATP10B/PLA2G4C	31
GO:0008593	GO:0008593	regulation of Notch signaling pathway	8/916	97/18614	0.104888393419364	0.458795672257097	0.413266403896472	HES1/TSPAN5/TGFB2/NOTCH1/JAG2/NRARP/TSPAN15/ZMIZ1	8
GO:0014909	GO:0014909	smooth muscle cell migration	8/916	97/18614	0.104888393419364	0.458795672257097	0.413266403896472	PDGFD/TERT/TLR4/HAS2/PDGFA/SORL1/IGF1/LPAR1	8
GO:0051153	GO:0051153	regulation of striated muscle cell differentiation	8/916	97/18614	0.104888393419364	0.458795672257097	0.413266403896472	ATP11A/CYP26B1/TRIM32/PROX1/HDAC4/NOTCH1/IGF1/MAMSTR	8
GO:0032613	GO:0032613	interleukin-10 production	6/916	66/18614	0.105343069779049	0.459985900014408	0.414338517638656	TRIB2/SYK/TLR4/FCGR2B/TNFRSF21/AGER	6
GO:0032653	GO:0032653	regulation of interleukin-10 production	6/916	66/18614	0.105343069779049	0.459985900014408	0.414338517638656	TRIB2/SYK/TLR4/FCGR2B/TNFRSF21/AGER	6
GO:0048588	GO:0048588	developmental cell growth	16/916	231/18614	0.106599313099603	0.461706474258786	0.415888348148418	BCL11A/NRN1/SEMA6A/SEMA4D/SEMA7A/DCLK1/EPHA7/RTN4R/SEMA3D/NTN1/ALCAM/UNC13A/SEMA6C/WNT5A/IGF1/ARHGAP4	16
GO:0007616	GO:0007616	long-term memory	4/916	37/18614	0.106943160978561	0.461706474258786	0.415888348148418	CAMK4/CAMK2N1/ADCY1/SHANK1	4
GO:0007617	GO:0007617	mating behavior	4/916	37/18614	0.106943160978561	0.461706474258786	0.415888348148418	EDNRB/VGF/P2RY1/MAPK8IP2	4
GO:0008207	GO:0008207	C21-steroid hormone metabolic process	4/916	37/18614	0.106943160978561	0.461706474258786	0.415888348148418	DAB2/EDNRB/BMP6/CACNA1H	4
GO:0014037	GO:0014037	Schwann cell differentiation	4/916	37/18614	0.106943160978561	0.461706474258786	0.415888348148418	POU3F1/GPC1/EGR2/ITGB4	4
GO:0031076	GO:0031076	embryonic camera-type eye development	4/916	37/18614	0.106943160978561	0.461706474258786	0.415888348148418	FZD5/PROX1/PPP1R13L/WNT5A	4
GO:0033144	GO:0033144	negative regulation of intracellular steroid hormone receptor signaling pathway	4/916	37/18614	0.106943160978561	0.461706474258786	0.415888348148418	DAB2/BRCA1/ISL1/ZNF366	4
GO:0035883	GO:0035883	enteroendocrine cell differentiation	4/916	37/18614	0.106943160978561	0.461706474258786	0.415888348148418	ONECUT1/HES1/BMP6/WNT5A	4
GO:0035909	GO:0035909	aorta morphogenesis	4/916	37/18614	0.106943160978561	0.461706474258786	0.415888348148418	PROX1/HES1/TGFB2/NOTCH1	4
GO:0048536	GO:0048536	spleen development	4/916	37/18614	0.106943160978561	0.461706474258786	0.415888348148418	JARID2/ONECUT1/NKX2-3/CACNB4	4
GO:0050654	GO:0050654	chondroitin sulfate proteoglycan metabolic process	4/916	37/18614	0.106943160978561	0.461706474258786	0.415888348148418	XYLT1/CHST11/CHST9/PXYLP1	4
GO:0070306	GO:0070306	lens fiber cell differentiation	4/916	37/18614	0.106943160978561	0.461706474258786	0.415888348148418	PROX1/TDRD7/CDKN1C/MAF	4
GO:0072528	GO:0072528	pyrimidine-containing compound biosynthetic process	4/916	37/18614	0.106943160978561	0.461706474258786	0.415888348148418	TYMS/DCK/SHMT1/UCK1	4
GO:0051100	GO:0051100	negative regulation of binding	12/916	163/18614	0.107019877343573	0.461706474258786	0.415888348148418	RAP1GAP/ZNF462/DAB2/AURKB/PER2/TMC8/ARHGAP28/CTNNBIP1/P2RY1/ZFP90/PTPRF/SORL1	12
GO:1901888	GO:1901888	regulation of cell junction assembly	15/916	214/18614	0.107247782388948	0.462293905438758	0.416417484724815	AMIGO2/PTPRJ/FZD5/EPHB3/SEMA4D/CBLN1/RAB17/MDGA1/EPHA7/SLITRK2/NTN1/EFNB3/WNT5A/AGRN/LRFN3	15
GO:0007286	GO:0007286	spermatid development	14/916	197/18614	0.107594977917138	0.462998372096036	0.417052042589508	TRIP13/BRIP1/CEP131/HMGB2/CCDC136/STRBP/SPEF2/RFX2/CFAP43/REC8/JAM3/DDX25/MNS1/CFAP73	14
GO:0060491	GO:0060491	regulation of cell projection assembly	14/916	197/18614	0.107594977917138	0.462998372096036	0.417052042589508	MYO10/RAP1GAP/TGFBR1/CROCC/ENTR1/RAB17/DPYSL3/ADAMTS16/P2RX7/CDC42EP4/PLCE1/MNS1/AGRN/PALM	14
GO:1903305	GO:1903305	regulation of regulated secretory pathway	10/916	130/18614	0.1077859595199	0.463424445410219	0.417435833887021	MICAL1/SYK/RIMS4/CEACAM1/NOTCH1/CSPG5/P2RY1/FCGR2B/CDK5R2/CACNB4	10
GO:0006790	GO:0006790	sulfur compound metabolic process	21/916	319/18614	0.108056361137745	0.464190966558482	0.418126288173337	ACSL3/MICAL1/CHST2/ELOVL7/XYLT1/CHST11/SLC25A10/PDK1/ST3GAL1/CBS/EDNRB/HMGCS1/HS3ST1/GPC1/CHST9/GPAM/PXYLP1/MICAL2/ELOVL2/NUDT7/ACOT12	21
GO:1904659	GO:1904659	glucose transmembrane transport	9/916	114/18614	0.109143604412423	0.464404469167513	0.418318603534602	SORBS1/TERT/ERFE/SLC2A10/SLC5A4/SLC2A3/KLF15/IGF1/SLC5A10	9
GO:0044784	GO:0044784	metaphase/anaphase transition of cell cycle	8/916	98/18614	0.109589038325576	0.464404469167513	0.418318603534602	CDK5RAP2/CENPF/TRIP13/AURKB/HASPIN/ARID1B/CDT1/ESPL1	8
GO:0120161	GO:0120161	regulation of cold-induced thermogenesis	11/916	147/18614	0.109619115780511	0.464404469167513	0.418318603534602	ACVR2B/SYK/SCD/TLR4/PER2/MAP2K6/NOTCH1/ESRRG/FOXC2/ACHE/GATM	11
GO:0009612	GO:0009612	response to mechanical stimulus	15/916	215/18614	0.110359676115827	0.464404469167513	0.418318603534602	BNIP3/PKD1L1/SLC8A1/TLR4/FYN/IGFBP2/STRBP/BMP6/KCNK2/P2RY1/P2RX7/TMEM150C/ASIC3/ANKRD23/TNFRSF11A	15
GO:0099504	GO:0099504	synaptic vesicle cycle	14/916	198/18614	0.110854198020907	0.464404469167513	0.418318603534602	STON2/RIMS4/SNCB/RAPGEF4/CDK5R1/STON1/CSPG5/BSN/P2RY1/P2RX7/UNC13A/CACNB4/SNAP25/LPAR1	14
GO:0042531	GO:0042531	positive regulation of tyrosine phosphorylation of STAT protein	6/916	67/18614	0.111180744121601	0.464404469167513	0.418318603534602	FYN/HES1/ISL1/ERBB4/IGF1/FGFR3	6
GO:0002715	GO:0002715	regulation of natural killer cell mediated immunity	5/916	52/18614	0.111452425126669	0.464404469167513	0.418318603534602	PIK3R6/CADM1/PVR/CEACAM1/RASGRP1	5
GO:0006195	GO:0006195	purine nucleotide catabolic process	5/916	52/18614	0.111452425126669	0.464404469167513	0.418318603534602	NUDT11/PDE9A/NUDT18/PDE4A/NUDT7	5
GO:0007157	GO:0007157	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	5/916	52/18614	0.111452425126669	0.464404469167513	0.418318603534602	AMIGO2/CADM1/CBLN1/PVR/ALCAM	5
GO:0021695	GO:0021695	cerebellar cortex development	5/916	52/18614	0.111452425126669	0.464404469167513	0.418318603534602	RORA/PROX1/CBLN1/SPTBN2/KNDC1	5
GO:0021872	GO:0021872	forebrain generation of neurons	5/916	52/18614	0.111452425126669	0.464404469167513	0.418318603534602	PROX1/HES1/GBX2/ZMIZ1/LHX6	5
GO:0048599	GO:0048599	oocyte development	5/916	52/18614	0.111452425126669	0.464404469167513	0.418318603534602	TRIP13/RPS6KA2/SHB/REC8/IGF1	5
GO:0089718	GO:0089718	amino acid import across plasma membrane	5/916	52/18614	0.111452425126669	0.464404469167513	0.418318603534602	PER2/SLC7A5/KCNJ10/SLC43A1/SLC1A1	5
GO:0006959	GO:0006959	humoral immune response	17/916	250/18614	0.111460396283152	0.464404469167513	0.418318603534602	H2BC4/TFEB/H2BC11/H2BC8/ST6GAL1/H2BC12/MUC7/EXO1/H2BC7/PLA2G6/NOTCH1/H2BC21/FCGR2B/H2BC6/TNFRSF21/CFP/GNLY	17
GO:0009219	GO:0009219	pyrimidine deoxyribonucleotide metabolic process	3/916	24/18614	0.111771994717335	0.464404469167513	0.418318603534602	TYMS/SHMT1/NT5M	3
GO:0021884	GO:0021884	forebrain neuron development	3/916	24/18614	0.111771994717335	0.464404469167513	0.418318603534602	GBX2/ZMIZ1/LHX6	3
GO:0070233	GO:0070233	negative regulation of T cell apoptotic process	3/916	24/18614	0.111771994717335	0.464404469167513	0.418318603534602	PTCRA/ST3GAL1/GPAM	3
GO:0120255	GO:0120255	olefinic compound biosynthetic process	3/916	24/18614	0.111771994717335	0.464404469167513	0.418318603534602	DAB2/BMP6/CACNA1H	3
GO:0042692	GO:0042692	muscle cell differentiation	26/916	410/18614	0.112045573873641	0.464404469167513	0.418318603534602	MEGF10/OBSL1/RORA/ATP11A/CYP26B1/SLC8A1/TRIM32/OBSCN/PROX1/HDAC4/HES1/NRAP/LDB3/EDNRB/FHOD3/NOTCH1/ERVFRD-1/ANKRD23/ACTN2/SDC1/ISL1/IGF1/DNER/CACNB4/MAMSTR/CACNA1H	26
GO:0045137	GO:0045137	development of primary sexual characteristics	16/916	233/18614	0.112600868586521	0.464404469167513	0.418318603534602	CCND1/BRIP1/TGFBR1/HMGB2/CBX2/FANCA/PDGFA/TGFB2/VGF/REC8/SOX8/BASP1/SDC1/WNT5A/AMH/HESX1	16
GO:0060078	GO:0060078	regulation of postsynaptic membrane potential	11/916	148/18614	0.113480924436748	0.464404469167513	0.418318603534602	GRIN2B/CHRNA7/GRIK2/CBLN1/GABRA5/HCN1/MPP2/P2RX7/MAPK8IP2/KCNA2/SHANK1	11
GO:0106106	GO:0106106	cold-induced thermogenesis	11/916	148/18614	0.113480924436748	0.464404469167513	0.418318603534602	ACVR2B/SYK/SCD/TLR4/PER2/MAP2K6/NOTCH1/ESRRG/FOXC2/ACHE/GATM	11
GO:0042303	GO:0042303	molting cycle	9/916	115/18614	0.113563240284413	0.464404469167513	0.418318603534602	TERT/HOXC13/FARP2/PDGFA/TGFB2/NOTCH1/PPP1R13L/LDB2/WNT5A	9
GO:0042633	GO:0042633	hair cycle	9/916	115/18614	0.113563240284413	0.464404469167513	0.418318603534602	TERT/HOXC13/FARP2/PDGFA/TGFB2/NOTCH1/PPP1R13L/LDB2/WNT5A	9
GO:0048545	GO:0048545	response to steroid hormone	22/916	339/18614	0.113710862649641	0.464404469167513	0.418318603534602	SKP2/TYMS/DAB2/CCND1/NEFL/RXRG/HMGB2/SERPINF1/BRCA1/IGFBP2/PTPRU/TGFB2/BMP6/NOTCH1/ESRRG/TRERF1/SCNN1D/ATP1A3/SDC1/ISL1/ZMIZ1/ZNF366	22
GO:0014068	GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	7/916	83/18614	0.113890244295455	0.464404469167513	0.418318603534602	PDGFD/SEMA4D/PDGFA/TGFB2/ERBB4/IGF1/PLXNB1	7
GO:0051588	GO:0051588	regulation of neurotransmitter transport	8/916	99/18614	0.114403026132879	0.464404469167513	0.418318603534602	PER2/RIMS4/ASIC1/CSPG5/P2RY1/FER1L4/SYNGR3/CACNB4	8
GO:0046890	GO:0046890	regulation of lipid biosynthetic process	13/916	182/18614	0.11445829186474	0.464404469167513	0.418318603534602	ACSL3/SORBS1/HULC/INSIG1/DAB2/PROX1/SCARB1/BRCA1/CEACAM1/PLA2G6/PDGFA/APOC1/BMP6	13
GO:0032885	GO:0032885	regulation of polysaccharide biosynthetic process	4/916	38/18614	0.115133578643256	0.464404469167513	0.418318603534602	SORBS1/PASK/HAS2/IGF1	4
GO:0070229	GO:0070229	negative regulation of lymphocyte apoptotic process	4/916	38/18614	0.115133578643256	0.464404469167513	0.418318603534602	AURKB/PTCRA/ST3GAL1/GPAM	4
