ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0070278	GO:0070278	extracellular matrix constituent secretion	2/875	15/18614	0.154936426716144	0.576033952798426	0.5386579338215	CCN2/TNFRSF1A	2
GO:0071380	GO:0071380	cellular response to prostaglandin E stimulus	2/875	15/18614	0.154936426716144	0.576033952798426	0.5386579338215	TNFSF4/P2RY6	2
GO:0106070	GO:0106070	regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway	2/875	15/18614	0.154936426716144	0.576033952798426	0.5386579338215	ARRDC3/ATP2B4	2
GO:0150011	GO:0150011	regulation of neuron projection arborization	2/875	15/18614	0.154936426716144	0.576033952798426	0.5386579338215	MACF1/GRIP1	2
GO:1900029	GO:1900029	positive regulation of ruffle assembly	2/875	15/18614	0.154936426716144	0.576033952798426	0.5386579338215	FAM98A/COBL	2
GO:1900376	GO:1900376	regulation of secondary metabolite biosynthetic process	2/875	15/18614	0.154936426716144	0.576033952798426	0.5386579338215	SLC7A11/MFSD12	2
GO:1901142	GO:1901142	insulin metabolic process	2/875	15/18614	0.154936426716144	0.576033952798426	0.5386579338215	IDE/CTSD	2
GO:0072330	GO:0072330	monocarboxylic acid biosynthetic process	14/875	220/18614	0.155233668735594	0.576713127981535	0.539293040656885	ACADVL/PDK4/ABHD3/PLA2G4A/PNPLA8/CYP2E1/ANXA1/HSD3B7/SLC45A3/DSEL/RDH10/ABHD2/PTGES/MGLL	14
GO:2000146	GO:2000146	negative regulation of cell motility	23/875	390/18614	0.156523981774959	0.580633322726481	0.542958873185042	CCN3/DUSP1/DACH1/PFN2/CLIC4/RAP2C/MEF2C/FRMD5/ATP2B4/ADAM15/LRP1/ACVR1C/IL27RA/DNAJA4/ABHD2/TMEFF2/GADD45A/CYP19A1/IL24/TIMP1/BMERB1/ADIPOQ/SERPINE1	23
GO:0001818	GO:0001818	negative regulation of cytokine production	22/875	371/18614	0.15684894999206	0.580633322726481	0.542958873185042	SYT11/PRNP/TLR6/ARRB1/ADCY7/SELENOS/UFD1/ANXA1/DDIT3/BCL3/TGFB3/CD33/IL27RA/NCKAP1L/CYLD/IL23R/NMI/AXL/INHBA/TNFSF4/LTF/ADIPOQ	22
GO:0042742	GO:0042742	defense response to bacterium	19/875	314/18614	0.156862050862412	0.580633322726481	0.542958873185042	SHC1/CASP4/SYT11/TLR6/SLC30A1/TLR3/TNFRSF1A/DEFB134/BCL3/IL27RA/GBP2/IL23R/NLRP1/OAS2/DEFB136/LYZ/LTF/IL7R/SERPINE1	19
GO:0035249	GO:0035249	synaptic transmission, glutamatergic	8/875	112/18614	0.156972243311884	0.580633322726481	0.542958873185042	EXT1/ALS2/LRRK2/MEF2C/DGKI/DKK1/PLAT/OXTR	8
GO:1905954	GO:1905954	positive regulation of lipid localization	8/875	112/18614	0.156972243311884	0.580633322726481	0.542958873185042	PLA2G4A/ANXA2/CAV1/EEPD1/LRP1/CYP19A1/ADIPOQ/PTGES	8
GO:0007160	GO:0007160	cell-matrix adhesion	15/875	239/18614	0.156980920188864	0.580633322726481	0.542958873185042	ITGB8/ADAM9/COL5A3/CCN2/ITGAX/ITGA5/MACF1/COL16A1/THSD1/TRIP6/SMAD3/ADAM15/ITGA1/ITGA3/SERPINE1	15
GO:0042770	GO:0042770	signal transduction in response to DNA damage	12/875	184/18614	0.158211742889559	0.584372744154541	0.546455661890535	BABAM1/ZNHIT1/NDRG1/PSMD10/RPS27L/ERCC6/PLK3/BATF/ANKRD1/BCL3/TREX1/GADD45A	12
GO:0019229	GO:0019229	regulation of vasoconstriction	5/875	61/18614	0.158224086269893	0.584372744154541	0.546455661890535	CAV1/F2R/DOCK5/DOCK4/OXTR	5
GO:0050804	GO:0050804	modulation of chemical synaptic transmission	28/875	487/18614	0.15841501340382	0.584648957092985	0.54671395272564	MME/BEGAIN/SYT11/GPER1/SQSTM1/PRNP/SLC7A11/MYOF/PINK1/PFN2/PREPL/ZDHHC2/BACE1/IQSEC2/SLC30A1/STX4/SLC1A3/LRRK2/MEF2C/DGKI/CHRNB4/DKK1/MAP1A/SNCG/PLAT/LAMA2/OXTR/ADIPOQ	28
GO:0050864	GO:0050864	regulation of B cell activation	9/875	130/18614	0.158781026608498	0.58544324131043	0.547456699734488	ID2/LYN/NFATC2/MEF2C/AHR/IL27RA/NCKAP1L/INHBA/TNFSF4	9
GO:0030856	GO:0030856	regulation of epithelial cell differentiation	11/875	166/18614	0.159094406044031	0.58544324131043	0.547456699734488	CD109/NCOA3/CDKN2B/CAV1/VDR/ESRP1/TNFRSF1A/WWTR1/ID1/F11R/SERPINE1	11
GO:0042982	GO:0042982	amyloid precursor protein metabolic process	7/875	95/18614	0.159325741696918	0.58544324131043	0.547456699734488	PRNP/APH1B/BACE1/CLU/RTN3/LYN/ADAM19	7
GO:0045638	GO:0045638	negative regulation of myeloid cell differentiation	7/875	95/18614	0.159325741696918	0.58544324131043	0.547456699734488	TCTA/TLR3/LYN/FBN1/INHBA/LTF/ADIPOQ	7
GO:0048704	GO:0048704	embryonic skeletal system morphogenesis	7/875	95/18614	0.159325741696918	0.58544324131043	0.547456699734488	SATB2/RUNX2/SMAD3/TGFB3/RDH10/TGFBR2/GLI3	7
GO:0032946	GO:0032946	positive regulation of mononuclear cell proliferation	10/875	148/18614	0.159365580086344	0.58544324131043	0.547456699734488	ANXA1/HLA-DPA1/CD55/CD276/NFATC2/MEF2C/TGFBR2/NCKAP1L/IL23R/TNFSF4	10
GO:0008631	GO:0008631	intrinsic apoptotic signaling pathway in response to oxidative stress	4/875	45/18614	0.159909506714708	0.58544324131043	0.547456699734488	PINK1/SOD1/MAP3K5/NME5	4
GO:0046636	GO:0046636	negative regulation of alpha-beta T cell activation	4/875	45/18614	0.159909506714708	0.58544324131043	0.547456699734488	ANXA1/ZBTB7B/TNFSF4/GLI3	4
GO:0060443	GO:0060443	mammary gland morphogenesis	4/875	45/18614	0.159909506714708	0.58544324131043	0.547456699734488	CAV1/VDR/TGFBR2/GLI3	4
GO:1900744	GO:1900744	regulation of p38MAPK cascade	4/875	45/18614	0.159909506714708	0.58544324131043	0.547456699734488	DUSP1/MAP3K5/CYLD/GADD45A	4
GO:1904706	GO:1904706	negative regulation of vascular associated smooth muscle cell proliferation	4/875	45/18614	0.159909506714708	0.58544324131043	0.547456699734488	GPER1/MEF2C/TGFB3/ADIPOQ	4
GO:0099177	GO:0099177	regulation of trans-synaptic signaling	28/875	488/18614	0.160982063880504	0.588941649400043	0.55072811327541	MME/BEGAIN/SYT11/GPER1/SQSTM1/PRNP/SLC7A11/MYOF/PINK1/PFN2/PREPL/ZDHHC2/BACE1/IQSEC2/SLC30A1/STX4/SLC1A3/LRRK2/MEF2C/DGKI/CHRNB4/DKK1/MAP1A/SNCG/PLAT/LAMA2/OXTR/ADIPOQ	28
GO:0044344	GO:0044344	cellular response to fibroblast growth factor stimulus	8/875	113/18614	0.162478357684914	0.593984061427637	0.555443347908829	CCN2/SHOC2/CXCL8/EXT1/GCLM/RUNX2/EGR3/FGF1	8
GO:0002764	GO:0002764	immune response-regulating signaling pathway	26/875	450/18614	0.162880210140734	0.595021028917603	0.556413031662488	FYB1/XIAP/PRNP/LIMK1/TLR6/TSPAN6/UFD1/CAV1/HSPA1B/LPXN/TLR3/LYN/CD276/NFATC2/MEF2C/TLR1/CD33/LCP2/C3AR1/NCKAP1L/CYLD/NLRP1/NMI/ITK/TEC/LTF	26
GO:0050900	GO:0050900	leukocyte migration	23/875	393/18614	0.165170547710582	0.596425658882952	0.557726522076106	CCN3/DUSP1/ABL2/CXCL8/EXT1/ECM1/CREB3/SBDS/ANXA1/SELPLG/CCR1/HSD3B7/LYN/F11R/ITGA1/IL27RA/C3AR1/NCKAP1L/PLEC/IL17RC/CYP19A1/ITGA3/SERPINE1	23
GO:0015740	GO:0015740	C4-dicarboxylate transport	3/875	30/18614	0.165303705989702	0.596425658882952	0.557726522076106	SLC25A14/SLC1A3/ABAT	3
GO:0035774	GO:0035774	positive regulation of insulin secretion involved in cellular response to glucose stimulus	3/875	30/18614	0.165303705989702	0.596425658882952	0.557726522076106	MPC2/STX4/OXCT1	3
GO:0043032	GO:0043032	positive regulation of macrophage activation	3/875	30/18614	0.165303705989702	0.596425658882952	0.557726522076106	TLR6/PLA2G4A/LRRK2	3
GO:0045907	GO:0045907	positive regulation of vasoconstriction	3/875	30/18614	0.165303705989702	0.596425658882952	0.557726522076106	CAV1/F2R/OXTR	3
GO:0050820	GO:0050820	positive regulation of coagulation	3/875	30/18614	0.165303705989702	0.596425658882952	0.557726522076106	F2R/PLAT/SERPINE1	3
GO:0055022	GO:0055022	negative regulation of cardiac muscle tissue growth	3/875	30/18614	0.165303705989702	0.596425658882952	0.557726522076106	G6PD/RGS2/TGFBR2	3
GO:0061117	GO:0061117	negative regulation of heart growth	3/875	30/18614	0.165303705989702	0.596425658882952	0.557726522076106	G6PD/RGS2/TGFBR2	3
GO:0070979	GO:0070979	protein K11-linked ubiquitination	3/875	30/18614	0.165303705989702	0.596425658882952	0.557726522076106	UBE2A/UBE2H/ANAPC13	3
GO:0071108	GO:0071108	protein K48-linked deubiquitination	3/875	30/18614	0.165303705989702	0.596425658882952	0.557726522076106	VCPIP1/USP5/OTUD7A	3
GO:0072539	GO:0072539	T-helper 17 cell differentiation	3/875	30/18614	0.165303705989702	0.596425658882952	0.557726522076106	BATF/ZBTB7B/IL23R	3
GO:0090140	GO:0090140	regulation of mitochondrial fission	3/875	30/18614	0.165303705989702	0.596425658882952	0.557726522076106	STAT2/PINK1/LRRK2	3
GO:0090312	GO:0090312	positive regulation of protein deacetylation	3/875	30/18614	0.165303705989702	0.596425658882952	0.557726522076106	PINK1/LRRK2/NNMT	3
GO:0090330	GO:0090330	regulation of platelet aggregation	3/875	30/18614	0.165303705989702	0.596425658882952	0.557726522076106	LYN/F11R/ABAT	3
GO:1900101	GO:1900101	regulation of endoplasmic reticulum unfolded protein response	3/875	30/18614	0.165303705989702	0.596425658882952	0.557726522076106	DNAJB9/WFS1/PPP1R15A	3
GO:1901798	GO:1901798	positive regulation of signal transduction by p53 class mediator	3/875	30/18614	0.165303705989702	0.596425658882952	0.557726522076106	ZNHIT1/HEXIM1/ANKRD1	3
GO:1902914	GO:1902914	regulation of protein polyubiquitination	3/875	30/18614	0.165303705989702	0.596425658882952	0.557726522076106	XIAP/PLAA/NMI	3
GO:0007044	GO:0007044	cell-substrate junction assembly	7/875	96/18614	0.165397342034287	0.596425658882952	0.557726522076106	ITGA5/MACF1/COL16A1/THSD1/TRIP6/SMAD3/PLEC	7
GO:0022617	GO:0022617	extracellular matrix disassembly	5/875	62/18614	0.165925492161243	0.597474197095634	0.558707025785014	DDR2/ADAM15/LRP1/MELTF/WDR72	5
GO:0033013	GO:0033013	tetrapyrrole metabolic process	5/875	62/18614	0.165925492161243	0.597474197095634	0.558707025785014	PGRMC1/ABCC2/BLVRB/AMN/SLCO2B1	5
GO:0030324	GO:0030324	lung development	12/875	186/18614	0.166762253504622	0.599382780858816	0.560491770905344	MME/CCN2/SLC7A11/EXT1/ZFPM2/EPAS1/TGFB3/RDH10/CELSR1/TGFBR2/GLI3/ITGA3	12
GO:1903169	GO:1903169	regulation of calcium ion transmembrane transport	12/875	186/18614	0.166762253504622	0.599382780858816	0.560491770905344	GEM/GPER1/PRNP/UBR3/CRACR2A/CAV1/PPP3CC/F2R/LYN/AHNAK/G6PD/P2RY6	12
GO:0042310	GO:0042310	vasoconstriction	6/875	79/18614	0.166931795543119	0.599382780858816	0.560491770905344	CAV1/F2R/DOCK5/DOCK4/HTR7/OXTR	6
GO:1902475	GO:1902475	L-alpha-amino acid transmembrane transport	6/875	79/18614	0.166931795543119	0.599382780858816	0.560491770905344	SLC38A6/SLC7A11/SLC7A8/SLC1A3/SLC66A1/RGS2	6
GO:1901617	GO:1901617	organic hydroxy compound biosynthetic process	15/875	242/18614	0.168167296910591	0.599860504436239	0.560938497342045	GPER1/SLC7A11/SOD1/ALDH2/CYB5R1/NR4A2/TM7SF2/HSD3B7/MFSD12/G6PD/ITPKC/PTS/FGF1/CYP19A1/P2RY6	15
GO:0008544	GO:0008544	epidermis development	22/875	375/18614	0.168754524409317	0.599860504436239	0.560938497342045	CD109/ADAM9/CCN2/MCOLN3/LAMB3/EXT1/SPRR2D/NCOA3/SOD1/TGM5/CLIC4/VDR/ANXA1/ESRP1/DKK1/LAMC2/PLEC/TRADD/INHBA/KRT81/KRT86/EXPH5	22
GO:0030336	GO:0030336	negative regulation of cell migration	22/875	375/18614	0.168754524409317	0.599860504436239	0.560938497342045	CCN3/DUSP1/DACH1/PFN2/CLIC4/RAP2C/MEF2C/ATP2B4/ADAM15/LRP1/ACVR1C/IL27RA/DNAJA4/ABHD2/TMEFF2/GADD45A/CYP19A1/IL24/TIMP1/BMERB1/ADIPOQ/SERPINE1	22
GO:2000377	GO:2000377	regulation of reactive oxygen species metabolic process	10/875	150/18614	0.169009111047181	0.599860504436239	0.560938497342045	TLR6/PINK1/SOD1/STK17A/ARF4/SLC5A3/G6PD/TGFBR2/BCO2/GADD45A	10
GO:0035307	GO:0035307	positive regulation of protein dephosphorylation	4/875	46/18614	0.169082300585663	0.599860504436239	0.560938497342045	PINK1/CD33/ITGA1/PPP1R15A	4
GO:0042168	GO:0042168	heme metabolic process	4/875	46/18614	0.169082300585663	0.599860504436239	0.560938497342045	PGRMC1/ABCC2/BLVRB/SLCO2B1	4
GO:0042789	GO:0042789	mRNA transcription by RNA polymerase II	4/875	46/18614	0.169082300585663	0.599860504436239	0.560938497342045	EPAS1/ANXA2/VDR/TAF13	4
GO:0072583	GO:0072583	clathrin-dependent endocytosis	4/875	46/18614	0.169082300585663	0.599860504436239	0.560938497342045	SCYL2/DNAJC6/CLTB/AP2M1	4
GO:2001239	GO:2001239	regulation of extrinsic apoptotic signaling pathway in absence of ligand	4/875	46/18614	0.169082300585663	0.599860504436239	0.560938497342045	EYA4/SRPX/HSPA1B/INHBA	4
GO:0002244	GO:0002244	hematopoietic progenitor cell differentiation	9/875	132/18614	0.169095633995033	0.599860504436239	0.560938497342045	ZNHIT1/EXT1/SBDS/LYN/BATF/TREX1/INHBA/ZNF784/DNAI4	9
GO:0007041	GO:0007041	lysosomal transport	9/875	132/18614	0.169095633995033	0.599860504436239	0.560938497342045	SCYL2/ALS2/PSAP/PINK1/CLU/MTM1/LRRK2/LRP1/SPTBN5	9
GO:0050728	GO:0050728	negative regulation of inflammatory response	12/875	187/18614	0.171122329251293	0.599860504436239	0.560938497342045	CCN3/SYT11/GPER1/PSMA1/SELENOS/SOD1/TNFRSF1A/LYN/SMAD3/CYLD/CYP19A1/ADIPOQ	12
GO:0002709	GO:0002709	regulation of T cell mediated immunity	7/875	97/18614	0.171570146639799	0.599860504436239	0.560938497342045	B2M/CD55/AHR/NCKAP1L/IL23R/TNFSF4/IL7R	7
GO:0016079	GO:0016079	synaptic vesicle exocytosis	7/875	97/18614	0.171570146639799	0.599860504436239	0.560938497342045	PCLO/SYT11/PFN2/PREPL/CADPS/LRRK2/SNPH	7
GO:1903321	GO:1903321	negative regulation of protein modification by small protein conjugation or removal	7/875	97/18614	0.171570146639799	0.599860504436239	0.560938497342045	BAG2/SQSTM1/LIMK1/PLAA/ARRB1/CAV1/HSPA1B	7
GO:0006555	GO:0006555	methionine metabolic process	2/875	16/18614	0.171831316527028	0.599860504436239	0.560938497342045	MSRA/MAT1A	2
GO:0006750	GO:0006750	glutathione biosynthetic process	2/875	16/18614	0.171831316527028	0.599860504436239	0.560938497342045	SLC7A11/GCLM	2
GO:0009074	GO:0009074	aromatic amino acid family catabolic process	2/875	16/18614	0.171831316527028	0.599860504436239	0.560938497342045	KYNU/TDO2	2
GO:0010919	GO:0010919	regulation of inositol phosphate biosynthetic process	2/875	16/18614	0.171831316527028	0.599860504436239	0.560938497342045	GPER1/P2RY6	2
GO:0016045	GO:0016045	detection of bacterium	2/875	16/18614	0.171831316527028	0.599860504436239	0.560938497342045	TLR6/TLR1	2
GO:0021534	GO:0021534	cell proliferation in hindbrain	2/875	16/18614	0.171831316527028	0.599860504436239	0.560938497342045	ATF5/EGF	2
GO:0021924	GO:0021924	cell proliferation in external granule layer	2/875	16/18614	0.171831316527028	0.599860504436239	0.560938497342045	ATF5/EGF	2
GO:0021930	GO:0021930	cerebellar granule cell precursor proliferation	2/875	16/18614	0.171831316527028	0.599860504436239	0.560938497342045	ATF5/EGF	2
GO:0033275	GO:0033275	actin-myosin filament sliding	2/875	16/18614	0.171831316527028	0.599860504436239	0.560938497342045	MYL6/MYH2	2
GO:0034638	GO:0034638	phosphatidylcholine catabolic process	2/875	16/18614	0.171831316527028	0.599860504436239	0.560938497342045	PLA2G4A/PNPLA8	2
GO:0042795	GO:0042795	snRNA transcription by RNA polymerase II	2/875	16/18614	0.171831316527028	0.599860504436239	0.560938497342045	ELL2/ELL	2
GO:0043517	GO:0043517	positive regulation of DNA damage response, signal transduction by p53 class mediator	2/875	16/18614	0.171831316527028	0.599860504436239	0.560938497342045	ZNHIT1/ANKRD1	2
GO:0045651	GO:0045651	positive regulation of macrophage differentiation	2/875	16/18614	0.171831316527028	0.599860504436239	0.560938497342045	CASP8/ID2	2
GO:0046068	GO:0046068	cGMP metabolic process	2/875	16/18614	0.171831316527028	0.599860504436239	0.560938497342045	GUCY1A2/PDE2A	2
GO:0046325	GO:0046325	negative regulation of glucose import	2/875	16/18614	0.171831316527028	0.599860504436239	0.560938497342045	SELENOS/PEA15	2
GO:0046834	GO:0046834	lipid phosphorylation	2/875	16/18614	0.171831316527028	0.599860504436239	0.560938497342045	DGKG/DGKI	2
GO:0051014	GO:0051014	actin filament severing	2/875	16/18614	0.171831316527028	0.599860504436239	0.560938497342045	DSTN/AVIL	2
GO:0060392	GO:0060392	negative regulation of SMAD protein signal transduction	2/875	16/18614	0.171831316527028	0.599860504436239	0.560938497342045	CCN3/LRP1	2
GO:0072578	GO:0072578	neurotransmitter-gated ion channel clustering	2/875	16/18614	0.171831316527028	0.599860504436239	0.560938497342045	SLC7A11/ZDHHC2	2
GO:0090136	GO:0090136	epithelial cell-cell adhesion	2/875	16/18614	0.171831316527028	0.599860504436239	0.560938497342045	CCN3/SERPINB8	2
GO:0090336	GO:0090336	positive regulation of brown fat cell differentiation	2/875	16/18614	0.171831316527028	0.599860504436239	0.560938497342045	TFE3/ZBTB7B	2
GO:0097468	GO:0097468	programmed cell death in response to reactive oxygen species	2/875	16/18614	0.171831316527028	0.599860504436239	0.560938497342045	DDR2/PINK1	2
GO:1901741	GO:1901741	positive regulation of myoblast fusion	2/875	16/18614	0.171831316527028	0.599860504436239	0.560938497342045	EHD2/NFATC2	2
GO:1902285	GO:1902285	semaphorin-plexin signaling pathway involved in neuron projection guidance	2/875	16/18614	0.171831316527028	0.599860504436239	0.560938497342045	SEMA3A/PLXNB2	2
GO:1905664	GO:1905664	regulation of calcium ion import across plasma membrane	2/875	16/18614	0.171831316527028	0.599860504436239	0.560938497342045	PRNP/PPP3CC	2
GO:0001885	GO:0001885	endothelial cell development	5/875	63/18614	0.173771962897917	0.603903596377421	0.564719252869921	CLIC4/RAP2C/TNFRSF1A/F11R/PDE2A	5
GO:0016126	GO:0016126	sterol biosynthetic process	5/875	63/18614	0.173771962897917	0.603903596377421	0.564719252869921	SOD1/CYB5R1/TM7SF2/G6PD/FGF1	5
GO:0060393	GO:0060393	regulation of pathway-restricted SMAD protein phosphorylation	5/875	63/18614	0.173771962897917	0.603903596377421	0.564719252869921	TGFB3/LRP1/DKK1/TGFBR2/INHBA	5
GO:2001244	GO:2001244	positive regulation of intrinsic apoptotic signaling pathway	5/875	63/18614	0.173771962897917	0.603903596377421	0.564719252869921	SERINC3/SOD1/CAV1/DDIT3/IL19	5
GO:0002292	GO:0002292	T cell differentiation involved in immune response	6/875	80/18614	0.173829223510306	0.603903596377421	0.564719252869921	ANXA1/BATF/BCL3/ZBTB7B/IL23R/TNFSF4	6
GO:0007193	GO:0007193	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	6/875	80/18614	0.173829223510306	0.603903596377421	0.564719252869921	PSAP/RGS1/ADCY7/GNAI1/PDE2A/RGS2	6
GO:0042440	GO:0042440	pigment metabolic process	6/875	80/18614	0.173829223510306	0.603903596377421	0.564719252869921	PGRMC1/SLC7A11/ABCC2/BLVRB/MFSD12/SLCO2B1	6
GO:0044782	GO:0044782	cilium organization	23/875	396/18614	0.174072941290893	0.604333232040245	0.565121011581033	LIMK2/TXNDC15/DNAL1/ARF4/DNAH1/WWTR1/EHD2/PARVA/NME5/AVIL/CFAP69/BBS12/CEP19/ABLIM3/CFAP70/CYLD/IQUB/DNAH7/CFAP47/DNAAF4/DNAAF8/DNAI4/PIERCE2	23
GO:0050863	GO:0050863	regulation of T cell activation	22/875	377/18614	0.174885345470511	0.606691118880297	0.56732590670445	B2M/ABL2/PRNP/SOD1/SMARCA2/CAV1/ANXA1/HLA-DPA1/CD55/LYN/EGR3/CD276/BATF/TGFBR2/NCKAP1L/TREX1/ZBTB7B/IL23R/HLA-DMA/TNFSF4/GLI3/IL7R	22
GO:0048545	GO:0048545	response to steroid hormone	20/875	339/18614	0.176148197865093	0.606691118880297	0.56732590670445	ADAM9/TFPI/AIFM1/CCN2/GPER1/RNF6/FOSL1/CAV1/HSPA1B/ANXA1/CRY2/UFM1/TGFB3/TGFBR2/ABHD2/PLAT/OXTR/DNAAF4/ADIPOQ/PAPPA	20
GO:0019058	GO:0019058	viral life cycle	19/875	320/18614	0.17655284728635	0.606691118880297	0.56732590670445	APOBEC3C/ITGA5/SLC20A2/IDE/CXCL8/CAV1/HSPA1B/SLC52A2/SELPLG/IFIT5/CD55/TRIM5/F11R/RAB43/CTSB/OAS2/AXL/IFI27/LTF	19
GO:0042063	GO:0042063	gliogenesis	19/875	320/18614	0.17655284728635	0.606691118880297	0.56732590670445	CNTN1/CUL4B/NDRG1/SH3TC2/PLAG1/ID2/CDKN2B/SOD1/LAMB1/CLU/ZNF365/ANXA1/LYN/SLC45A3/LRP1/PLEC/MMP24/GLI3/BMERB1	19
GO:0003298	GO:0003298	physiological muscle hypertrophy	3/875	31/18614	0.177041965362566	0.606691118880297	0.56732590670445	SORBS2/G6PD/RGS2	3
GO:0003299	GO:0003299	muscle hypertrophy in response to stress	3/875	31/18614	0.177041965362566	0.606691118880297	0.56732590670445	SMAD3/ATP2B4/LMNA	3
GO:0003301	GO:0003301	physiological cardiac muscle hypertrophy	3/875	31/18614	0.177041965362566	0.606691118880297	0.56732590670445	SORBS2/G6PD/RGS2	3
GO:0010039	GO:0010039	response to iron ion	3/875	31/18614	0.177041965362566	0.606691118880297	0.56732590670445	B2M/G6PD/ABAT	3
GO:0014887	GO:0014887	cardiac muscle adaptation	3/875	31/18614	0.177041965362566	0.606691118880297	0.56732590670445	SMAD3/ATP2B4/LMNA	3
GO:0014898	GO:0014898	cardiac muscle hypertrophy in response to stress	3/875	31/18614	0.177041965362566	0.606691118880297	0.56732590670445	SMAD3/ATP2B4/LMNA	3
GO:0017145	GO:0017145	stem cell division	3/875	31/18614	0.177041965362566	0.606691118880297	0.56732590670445	EXT1/NCOA3/WWTR1	3
GO:0033137	GO:0033137	negative regulation of peptidyl-serine phosphorylation	3/875	31/18614	0.177041965362566	0.606691118880297	0.56732590670445	CAV1/DKK1/GADD45A	3
GO:0033688	GO:0033688	regulation of osteoblast proliferation	3/875	31/18614	0.177041965362566	0.606691118880297	0.56732590670445	SMAD3/CCN1/LTF	3
GO:0035335	GO:0035335	peptidyl-tyrosine dephosphorylation	3/875	31/18614	0.177041965362566	0.606691118880297	0.56732590670445	DUSP1/DUSP5/DUSP6	3
GO:0060325	GO:0060325	face morphogenesis	3/875	31/18614	0.177041965362566	0.606691118880297	0.56732590670445	CSRNP1/TGFB3/DKK1	3
GO:0060674	GO:0060674	placenta blood vessel development	3/875	31/18614	0.177041965362566	0.606691118880297	0.56732590670445	ITGB8/FOSL1/CCN1	3
GO:0061049	GO:0061049	cell growth involved in cardiac muscle cell development	3/875	31/18614	0.177041965362566	0.606691118880297	0.56732590670445	SORBS2/G6PD/RGS2	3
GO:0072525	GO:0072525	pyridine-containing compound biosynthetic process	3/875	31/18614	0.177041965362566	0.606691118880297	0.56732590670445	QPRT/KYNU/NNMT	3
GO:0097205	GO:0097205	renal filtration	3/875	31/18614	0.177041965362566	0.606691118880297	0.56732590670445	TBC1D8B/F2R/ITGA3	3
GO:0009267	GO:0009267	cellular response to starvation	11/875	170/18614	0.177463786574674	0.607484471471088	0.56806778253533	PDK4/GABARAPL1/CPEB4/MAP1LC3B/MAP3K5/EIF2AK3/LRRK2/NUAK1/SLC34A1/ATF3/NUAK2	11
GO:0042594	GO:0042594	response to starvation	13/875	207/18614	0.177514830658318	0.607484471471088	0.56806778253533	PDK4/GABARAPL1/CPEB4/MAP1LC3B/DDIT3/MAP3K5/EIF2AK3/LRRK2/NUAK1/SLC34A1/ATF3/OXCT1/NUAK2	13
GO:0001774	GO:0001774	microglial cell activation	4/875	47/18614	0.17843475357327	0.608564057918593	0.569077319911329	SYT11/CLU/TLR3/LRRK2	4
GO:0043277	GO:0043277	apoptotic cell clearance	4/875	47/18614	0.17843475357327	0.608564057918593	0.569077319911329	ANXA1/LRP1/TREX1/AXL	4
GO:0046633	GO:0046633	alpha-beta T cell proliferation	4/875	47/18614	0.17843475357327	0.608564057918593	0.569077319911329	CD55/TGFBR2/ZBTB7B/TNFSF4	4
GO:1900271	GO:1900271	regulation of long-term synaptic potentiation	4/875	47/18614	0.17843475357327	0.608564057918593	0.569077319911329	MME/SQSTM1/PRNP/ZDHHC2	4
GO:1990573	GO:1990573	potassium ion import across plasma membrane	4/875	47/18614	0.17843475357327	0.608564057918593	0.569077319911329	SLC12A4/SLC12A5/SLC12A8/SLC12A1	4
GO:0001890	GO:0001890	placenta development	10/875	152/18614	0.17892438574617	0.608996185156335	0.569481408531278	ITGB8/MME/CASP8/EPAS1/SOD1/FOSL1/VDR/CTSB/CCN1/ADAM19	10
GO:0007612	GO:0007612	learning	10/875	152/18614	0.17892438574617	0.608996185156335	0.569481408531278	PGRMC1/SYT11/SLC7A11/ATXN1/FOSL1/ARF4/DKK1/MAP1A/SLC12A5/TAFA2	10
GO:1904064	GO:1904064	positive regulation of cation transmembrane transport	10/875	152/18614	0.17892438574617	0.608996185156335	0.569481408531278	GPER1/CRACR2A/CAV1/PPP3CC/GLRX/F2R/KCNK3/G6PD/PDZK1/P2RY6	10
GO:0048640	GO:0048640	negative regulation of developmental growth	8/875	116/18614	0.179520354386441	0.61019950302589	0.57060664900399	SEMA3A/KIAA0319/RNF6/G6PD/RGS2/IFRD1/TGFBR2/SEMA3B	8
GO:1904892	GO:1904892	regulation of receptor signaling pathway via STAT	8/875	116/18614	0.179520354386441	0.61019950302589	0.57060664900399	EGF/CAV1/F2R/BCL3/IL23R/GADD45A/IL24/IL7R	8
GO:0022604	GO:0022604	regulation of cell morphogenesis	15/875	245/18614	0.179751554743049	0.610573094855945	0.570956000291865	MACF1/PLAA/FGD6/PLEKHO1/SPARC/ANXA1/BAMBI/RAB21/PALM2AKAP2/PARVA/BCL9L/F11R/DNMBP/PLXNB2/GRIP1	15
GO:0021885	GO:0021885	forebrain cell migration	5/875	64/18614	0.181757468081514	0.61141931580285	0.571747314110437	LAMB1/LRRK2/AXL/GLI3/BMERB1	5
GO:0030166	GO:0030166	proteoglycan biosynthetic process	5/875	64/18614	0.181757468081514	0.61141931580285	0.571747314110437	EXT1/CHPF2/CSGALNACT2/DSEL/NDST3	5
