Name	501mel_RepI	501mel_RepII	501mel_sg6_XLOC_d3_I	501mel_sg6_XLOC_d3_II	501mel_sg7_XLOC_d3_I	501mel_sg7_XLOC_d3_II	501mel_sg6_XLOC_d5_I	501mel_sg6_XLOC_d5_II	501mel_sg7_XLOC_d5_I	501mel_sg7_XLOC_d5_II
ENSG00000224777	0	0	0	0.190049	0	0.332958	0	0.322947	0	0.340426
ENSG00000179818	21.4066	27.4454	19.217	22.5104	15.8604	17.3062	19.1164	23.6912	19.7108	20.6771
ENSG00000270012	1.4119	1.22555	0.944516	1.19791	0.693593	1.3749	0.85477	0.941368	0.693959	0.862129
ENSG00000242390	0	0	0	0.138411	0	0.131411	0	0	0	0
ENSG00000286181	0.092808	0.062391	0.08464	0.14027	0.026372	0.322922	0.045314	0.054414	0.021656	0.151129
ENSG00000253670	0	0	0	0	0	0	0	0	0	0
ENSG00000230216	0.152819	0.160465	0.145826	0.654714	0	0.125062	0	0	0.225171	0
ENSG00000213438	0	0	0	0	0	0	0	0	0	0
ENSG00000237341	0	0	0	0	0.133758	0	0	0	0	0
ENSG00000012211	17.2737	14.2377	9.7709	6.97648	10.0015	7.55698	8.90387	7.74502	8.35461	7.50063
ENSG00000257465	0	0	0	0	0	0	0	0	0	0
ENSG00000148702	0.018833	0.020218	0.018232	0	0.290801	0	0.029127	0	0.013989	0
ENSG00000279422	0	0.811854	0.246608	0	0	0	0	0.152744	0.571863	0
ENSG00000269313	0.170554	0.95985	0.650299	0.606195	0.429943	0.879011	0.80172	0.153668	0.374448	0.523043
ENSG00000280116	0	0	0	0	0	0	0	0	0	0
ENSG00000230823	0	0	0	0	0	0.185503	0	0	0	0
ENSG00000287660	0	0	0	0	0	0	0	0	0	0
ENSG00000265033	0	0	0	0	0	0	0	0	0	0
ENSG00000006194	10.1002	9.10482	9.02332	12.2073	6.86277	11.8795	8.54602	11.1896	9.31651	10.3993
ENSG00000068394	11.2096	10.6412	13.8159	10.9615	9.31584	13.1986	13.192	14.7317	13.2919	11.6585
ENSG00000243279	6.91487	10.341	8.06442	11.8807	6.64387	6.8682	14.4379	9.02306	9.87601	9.34236
ENSG00000229758	0.450965	0	0.429982	0	0	0	0.339288	0	0.329571	0.893155
ENSG00000229554	0	0	0	0	0	0	0	0	0	0
ENSG00000068323	7.35607	9.53381	20.72	16.7475	20.155	23.5425	17.9332	13.6635	18.1395	11.8296
ENSG00000068400	10.2095	18.4948	20.384	14.868	17.3714	21.0354	17.4453	16.7496	15.3184	12.7139
ENSG00000256723	0	0	0.051624	0	0.047784	0.044151	0	0	0	0
ENSG00000223309	0	0	0	0	0	0	0	0	0	0
ENSG00000102103	33.8317	32.15	37.7086	47.6964	28.2792	57.4169	42.1892	49.0546	35.4677	50.4378
ENSG00000094631	7.15814	12.6905	9.17227	8.65085	9.71486	10.1046	12.362	9.87566	11.186	10.7812
ENSG00000264825	0	0	0	0	0	0	0	0	0	0
ENSG00000171433	0	0	0	0	0	0	0	0	0	0
ENSG00000260213	0	0	0.129878	0.02481	0.023221	0	0.034743	0.041657	0.033225	0.046423
ENSG00000206723	0	0	0	0	0	0	0	0	0	0
ENSG00000167701	0.062829	0.069073	0	0.084415	0.086992	0.026658	0.025013	0.019956	0.023934	0
ENSG00000232828	0.362991	0.925827	0.06982	0.377495	0	0.238851	0.280008	0.354709	0.214886	0.074427
ENSG00000248663	0	0	0	0	0	0	0.445008	0	0	0
ENSG00000101945	7.54563	10.0688	5.933	5.38379	7.99003	5.74897	8.67871	6.0652	7.74372	6.63388
ENSG00000015285	0.318512	0.238004	0.06132	0.110711	0.142628	0.318912	0.057592	0.04558	0.070624	0.103859
ENSG00000151690	3.3671	2.16487	2.39247	1.2472	1.70374	1.79525	3.78892	1.88678	2.17443	1.57546
ENSG00000165714	3.79337	4.52236	5.88698	6.51687	7.17267	5.43893	3.8249	7.95799	4.67026	5.36415
ENSG00000101940	9.99493	14.634	11.8598	11.6603	11.0216	11.8046	15.5506	12.0177	12.3714	13.1832
ENSG00000283383	0	0	0	0	0	0	0	0	0	0
ENSG00000176769	0.086396	0.092704	0	0	0	0	0	0.013411	0.016041	0.022416
ENSG00000228343	0.208888	0	0	0	0	0	0	0	0	0
ENSG00000276823	0	0	0	0	0	0	0	0	0	0
ENSG00000286268	0.329663	0.633359	0.220318	0.194403	0.290089	0.152165	0.375579	0.041397	0.322744	0
ENSG00000147155	14.2001	11.5852	7.73723	6.31984	5.27618	6.24018	8.2287	7.9183	6.53168	6.19444
ENSG00000102312	2.95214	3.87273	3.1774	2.40988	2.29483	1.67911	3.03069	2.6188	2.50947	2.08969
ENSG00000229618	5.52015	7.5051	6.47018	9.70102	5.84518	6.1748	6.16297	7.15878	4.56022	5.86349
ENSG00000224292	0.583893	0.123169	0.111757	0.401998	0	0.477812	0.448017	0.703823	0.516933	0
ENSG00000268009	0.156984	0.167999	0.050328	0	0.232367	0.048757	0	0	0.294505	0.060639
ENSG00000255733	0.032883	0	0	0	0	0	0	0	0	0
ENSG00000136982	14.0614	12.886	10.1685	12.2551	8.10612	8.09186	12.0998	18.9286	11.527	14.8713
ENSG00000234448	0	0	0	0	0	0	0	0	0	0
ENSG00000236859	4.90601	5.64582	2.51329	6.02855	2.94916	4.79163	4.50835	6.68356	3.91658	4.66204
ENSG00000206962	0	0	0	0	0	0	0	0	0	0
ENSG00000141448	4.69689	5.15583	4.91343	2.82631	4.04447	4.34437	4.67946	2.53095	3.75411	1.91043
ENSG00000225055	0	0	0	0	0	0	0	0	0	0
ENSG00000188662	3.86158	6.31754	3.52483	2.82099	3.31017	1.91062	2.11094	2.08957	2.55654	2.44039
ENSG00000230100	0	0	0	0	0	0	0	0	0	0
ENSG00000234391	0	0	0	0	0	0	0	0	0	0
ENSG00000238108	0	0	0	0	0	0	0	0	0	0
ENSG00000267028	0	0	0	0	0	0	0	0	0	0
ENSG00000204648	0	0	0	0	0	0	0	0.081194	0	0
ENSG00000286649	0.051795	0	0	0	0	0	0.060305	0	0	0
ENSG00000257368	0	0	0.107046	0	0	0	0	0	0	0
ENSG00000124490	0	0	0	0	0	0	0	0	0	0
ENSG00000243730	0	0	0	0	0	0	0	0.118109	0	0
ENSG00000255492	0	0	0	0	0	0	0	0	0	0
ENSG00000126752	0.47756	0.313563	0.230342	0.20779	0.341595	0.763105	0.073921	0.213487	0.389412	0
ENSG00000229662	0	0	0	0	0	0	0	0	0	0
ENSG00000231568	0	0	0	0	0	0	0	0	0	0
ENSG00000260473	0	0	0	0	0	0	0	0	0	0
ENSG00000252856	0	0	0	0	0	0	0	0	0	0
ENSG00000063601	8.39559	9.18381	7.65193	8.13601	7.43443	9.0274	8.47792	8.80652	9.38682	7.99111
ENSG00000233139	0	0	0	0	0	0	0	0	0	0
ENSG00000230241	0	0	0	0	0	0	0	0	0	0
ENSG00000171478	0	0	0	0	0	0	0	0	0	0
ENSG00000277150	0.149724	0	0	0	0	0.040735	0.045405	0.031451	0.039083	0.052302
ENSG00000228460	0	0	0	0	0	0	0	0	0	0
ENSG00000287757	0	0.052419	0.047364	0	0	0	0	0.03022	0	0
ENSG00000248515	5.49769	6.9974	6.89428	9.44697	6.03981	6.75026	5.85187	7.9689	6.27868	7.10013
ENSG00000277541	0	0	0	0	0	0	0	0	0	0
ENSG00000207462	0	0	0	0	0	0	0	0	0	0
ENSG00000252296	0	0	0	0	0	0	0	0	0	0
ENSG00000224401	0	0	0	0	0	0	0	0	0	0
ENSG00000261060	0	0	0	0	0	0	0	0	0	0
ENSG00000197779	2.2387	4.05461	4.3132	5.12171	2.55141	4.82306	4.40046	3.08175	4.26371	4.73449
ENSG00000188459	0.041538	0	0.040423	0	0	0.034351	0.06561	0.025909	0.030899	0
ENSG00000238509	0	0	0	0	0	0	0	0	0	0
ENSG00000109944	2.96771	2.11701	3.09726	2.97824	3.10312	3.47209	3.1649	2.27527	3.14953	1.28464
ENSG00000176299	0	0	0	0	0	0	0	0	0	0
ENSG00000257379	1.92044	8.37688	6.71603	5.28102	3.91972	4.56877	4.36997	3.09793	3.45002	5.21372
ENSG00000229805	0	0	0	0	0	0	0	0	0	0
ENSG00000187893	0	0	0	0	0	0	0	0	0	0
ENSG00000145423	0	0	0	0	0	0	0	0	0	0.030159
ENSG00000263858	0	0	0	0	0	0	0	0	0	0
ENSG00000225014	0.434237	0	0	0	0	0.134699	0.084289	0.033477	0.080437	0.055891
ENSG00000078061	8.79609	9.31684	12.5671	12.6863	12.8746	15.806	16.8208	9.74442	15.2623	12.5264
ENSG00000196741	0.859146	1.18649	0.584824	2.02209	0.767412	0.875276	1.21208	1.4626	0.561839	1.66673
ENSG00000147124	3.22778	3.63017	2.28578	3.36693	1.66766	3.25982	2.99162	3.4808	3.32609	2.96845
ENSG00000226556	0	0	0	0	0	0	0	0	0	0
ENSG00000277269	0	0	0	0	0	0	0	0	0	0
ENSG00000278770	0	0	0	0.643076	2.10371	1.018	0	0	0	0
ENSG00000259092	0	0	0	0	0	0	0	0	0	0
ENSG00000277062	0	0	0	0	0	0	0	0	0	0
ENSG00000283897	0	0	0	0	0	0	0	0	0	0.027158
ENSG00000147117	0	0.026456	0	0	0	0	0	0	0	0
ENSG00000251332	0	0	0	0	0	0	0	0	0	0
ENSG00000203402	0	0	0	0	0	0	0	0	0	0
ENSG00000266158	0	0	0	0	0	0	0	0	0	0
ENSG00000171798	0.119921	0.547482	0.208128	0.012255	0.012674	0	0.206658	0.014297	0	0
ENSG00000271182	0	0	0	0	0	0	0.256327	0	0	0
ENSG00000229231	0	0	0	0	0	0	0	0	0	0
ENSG00000237623	0	0	0	0	0	0	0	0	0	0
ENSG00000164761	0	0	0.05358	0	0.071747	0.234478	0.105562	0	0	0
ENSG00000102225	62.008	66.7977	67.0314	51.859	57.5519	53.0852	64.771	49.4184	62.6701	41.1817
ENSG00000182921	0	0	0	0	0	0	0	0	0	0
ENSG00000166013	0	0	0	0	0	0	0	0	0	0
ENSG00000274814	0	0	0	0	0	0	0	0	0	0
ENSG00000224975	0.282546	0.825951	0.679419	0.979667	0.689017	1.16213	0.435973	0.302144	0.836342	0.869301
ENSG00000271547	0	0	0	0.145135	0	0	0	0	0.249855	0
ENSG00000130985	70.4767	76.9362	110.434	79.2344	102.846	88.5684	100.104	75.8013	97.8261	73.6767
ENSG00000228368	0	0	0	0.345067	0	0	0	0.119782	0	0
ENSG00000237351	0.100104	0	0	0	0	0	0	0	0	0
ENSG00000147123	34.8049	28.842	46.262	34.6744	53.3148	32.8293	38.5367	31.6283	38.3968	30.9637
ENSG00000160999	4.15076	3.33226	2.75175	3.08822	2.68793	1.1174	3.14196	2.13388	3.73744	1.8974
ENSG00000206685	0	0	0	0	0	0	0	0	0	0
ENSG00000130988	0.085194	0.103737	0.329028	0	0	0.026691	0.050087	0.05278	0.090762	0.033427
ENSG00000020219	0	0	0	0	0	0	0	0	0	0
ENSG00000102221	13.7159	12.1815	9.24159	10.6817	13.1964	10.9638	11.1802	10.5748	10.6318	8.90396
ENSG00000277277	0	0	0	0.030264	0	0	0	0	0.025749	0
ENSG00000215284	0	0	0	0	0	0	0.089451	0	0	0
ENSG00000213997	0	0	0	0	0	0.080653	0	0	0	0
ENSG00000065923	0.087969	0.017216	0.01389	0	0	0.008843	0.0166	0.029953	0.230637	0.014909
ENSG00000250544	0	0	0	0	0.080392	0	0	0	0	0
ENSG00000261650	0	0	0	0	0	0	0	0	0	0
ENSG00000270499	0	0	0	0	0	0	0	0	0	0
ENSG00000135114	0	0.203548	0.033822	0.081661	0.030778	0.028192	0.190354	0	0.037938	0.036213
ENSG00000224072	0.049788	0	0	0.043492	0	0.102975	0	0	0	0
ENSG00000284553	0	0	0	0	0	0	0	0	0	0
ENSG00000235587	0.13062	0	0.125592	0.056601	0	0.053705	0.100749	0.079871	0.048301	0.067
ENSG00000286306	0	0	0	0	0	0	0	0	0	0
ENSG00000229145	0	0	0	0	0.051249	0	0	0.0353	0	0.05918
ENSG00000266647	0	0	0	0	0	0	0	0	0	0
ENSG00000278838	0	0	0	0	0	0	0	0	0	0
ENSG00000252301	0	0	0	0	0	0	0	0	0	0
ENSG00000214009	0	0	0	0	0	0	0	0	0	0
ENSG00000213100	0	0	0	0	0	0	0	0	0	0
ENSG00000187555	58.9803	61.8365	91.4433	97.0849	75.4434	121.552	89.3875	104.297	100.461	85.6858
ENSG00000221650	0	0	0	0	0	0	0	0	0	0
ENSG00000207870	0	0	0	0	0	0	0	0	0	0
ENSG00000113108	7.26275	7.43055	7.56158	4.81261	5.50779	3.53155	5.87282	5.47748	6.29424	5.37608
ENSG00000270069	2.13553	1.72817	8.02867	6.637	6.44219	13.3371	6.27138	6.35437	5.60641	5.87313
ENSG00000139209	0	0	0	0	0.013146	0	0	0.137074	0	0
ENSG00000229563	0	0	0.025099	0.103668	0	0	0	0	0.124537	0
ENSG00000147050	12.4767	13.0986	15.7887	15.108	17.3746	17.5527	16.5251	12.9555	17.2215	12.4784
ENSG00000206989	0	0	0	0	0	0	0	0	0	0
ENSG00000189037	0	0	0	0	0	0	0	0	0	0
ENSG00000233543	0	0	0	0	0	0	0.030258	0	0	0
ENSG00000069509	8.91578	7.50969	9.06607	10.4115	8.41741	13.7292	12.1042	12.9036	11.6883	11.7006
ENSG00000269118	0.044643	0.047694	0	0	0	0	0	0	0	0
ENSG00000130723	113.332	140.405	76.1287	68.957	47.1109	68.2341	83.941	63.2907	73.566	58.3136
ENSG00000261544	2.04651	3.56557	2.59763	2.32944	2.53046	1.29338	1.55923	0.806429	1.17165	4.08949
ENSG00000200702	0	0	0	0	0	0	0	0	0	0
ENSG00000214875	0.142607	0.449758	0.544778	0	0.494949	0.349282	0.54592	0.597852	0.420455	1.15264
ENSG00000198414	0	0	0	0	0	0	0	0	0	0
ENSG00000236276	0	0	0	0	0	0	0	0	0	0
ENSG00000242828	3.5324	3.6906	4.0828	3.23147	1.50849	3.27935	1.15213	2.82823	2.7849	3.01886
ENSG00000124479	0	0	0	0	0	0.237892	0	0	0	0
ENSG00000269271	0	0	0	0	0	0	0	0	0	0
ENSG00000231750	0	0	0	0	0	0	0	0	0	0
ENSG00000206901	0	0	0	0	0	0	1.9444	3.52134	0	0
ENSG00000285899	0	0	0	0	0	0	0	0	0	0
ENSG00000277066	0	0	0	0	0	0	0	0	0	0
ENSG00000237206	0	0	0	0	0	0	0	0	0	0
ENSG00000150455	7.87712	8.32124	12.2167	11.3477	12.6213	13.9869	8.71766	9.67575	11.2828	7.23065
ENSG00000224294	0	0	0	0	0	0	0	0	0	0
ENSG00000257550	0.095424	0.07676	0.069242	0.041685	0.107569	0.059356	0.037045	0.059307	0.053143	0
ENSG00000248167	0	0	0	0	0	1.12183	0	0	0.442103	0.824865
ENSG00000102055	0	0	0	0	0	0	0	0	0	0
ENSG00000287223	0	0.015336	0	0.037471	0.012916	0.03547	0.033288	0.008883	0	0
ENSG00000283737	3.19982	6.58897	5.97427	5.14434	2.90387	3.64275	4.05357	4.43811	3.3809	0.567654
ENSG00000231772	0	0	0	0	0	0	0	0	0	0
ENSG00000252274	9.49518	10.472	6.81271	36.6425	0	12.6835	21.607	14.4249	9.14719	12.4834
ENSG00000206896	0	0	0	0	0	0	0	0	0	0
ENSG00000243055	0	0	0.112251	0	0.102445	0.095983	0.089998	0	0.173076	0.119056
ENSG00000240505	0	0	0	0	0	0.354379	0.035074	0.036427	0	0
ENSG00000228780	0	0	0	0	0	0	0	0	0	0
ENSG00000259440	0	0	0	0	0	0	0	0	0	0
ENSG00000212560	0	0	0	0	0	0	0	0	0	0
ENSG00000228847	0	0	0	0	0	0	0	0.277453	0	0
ENSG00000202379	0	0	0	0	0	0	0	0	0	0
ENSG00000201815	0	0	0	0	0	0	0	0	0	0
ENSG00000077549	112.25	121.062	134.772	126.947	136.032	142.637	114.1	116.32	137.082	110.309
ENSG00000279752	0	0	0	0	0	0	0	0	0	0
ENSG00000237875	0	0	0	0	0	0	0	0	0	0
ENSG00000185414	62.1726	72.382	58.7144	119.822	70.4749	84.9379	65.4459	113.585	80.2767	101.118
ENSG00000229822	0	0	0	0	0	0	0	0	0	0
ENSG00000109536	35.7595	35.8283	33.383	44.0788	27.1579	44.3094	35.9173	52.815	39.6154	52.4784
ENSG00000227649	0	0	0	0.158765	0	0	0	0	0	0
ENSG00000258858	0	0	0	0	0	0	0	0	0	0
ENSG00000235875	0	0	0	0	0	0	0	0	0	0
ENSG00000144645	78.5173	75.4729	3.11557	16.603	2.59911	0.502769	2.1188	18.7588	1.29402	10.9606
ENSG00000258668	0	0	0	0	0	0	0	0	0	0
ENSG00000242559	1.35289	0.472722	0.859964	0	0	0.368756	0	0	0.659143	0
ENSG00000122729	5.47047	5.55644	7.63956	8.01481	8.1462	10.6771	7.6452	8.89594	7.89708	7.94876
ENSG00000217624	0.200467	0.55888	0.286672	0.258929	0.175478	0.575111	0.308181	0.303969	0.295704	0.101503
ENSG00000111254	0.20085	0.107857	0.048623	0.35988	0.289193	0.507129	0.186366	1.17301	0.278368	0.461548
ENSG00000173193	10.7603	11.7714	10.7149	12.8251	10.6245	16.3554	10.6299	14.4984	11.3035	11.1976
ENSG00000270011	0.222585	0.275803	0.285199	0	0.124556	0	0.09258	0.16992	0.085444	0
ENSG00000268262	2.28972	2.98742	1.73117	1.37333	1.06088	0.57448	1.40202	1.08097	1.83242	0.760664
ENSG00000225238	0	0	0	0	0	0	0	0	0	0
ENSG00000106009	6.83174	8.49805	7.64166	5.12603	6.2754	5.26107	6.27455	3.79042	6.03675	4.08725
ENSG00000188937	0	0	0	0	0.018761	0	0	0	0	0
ENSG00000266964	5.07296	1.49081	1.12867	0.471574	0.283473	0.299389	0.546014	0.071616	1.20553	0.48254
ENSG00000166863	0.139983	0.105205	0	0	0	0	0.08824	0	0	0
ENSG00000272634	0	0	0	0	0	0	0	0	0	0
ENSG00000241770	0	0	0	0	0	0	0	0	0	0
ENSG00000157107	10.6303	10.7578	10.3246	7.74521	6.68749	12.0003	7.25467	8.75112	6.72615	7.75643
ENSG00000267737	0	0	0	0	0	0	0	0	0	0
ENSG00000264573	0	0	0	0	0	0	0	0	0	0
ENSG00000207203	0	0	0	0	0	0	0	0	0	0
ENSG00000240972	459.613	500.807	439.091	253.454	377.857	173.803	385.56	231.677	330.797	264.147
ENSG00000108179	38.3588	54.6894	37.6637	37.3719	33.2955	41.2333	36.8083	39.4278	36.1569	41.2108
ENSG00000226641	0.169627	0.711412	0	0	0.146351	0	0.129633	0.101046	0.374783	0
ENSG00000168807	8.50792	7.4689	12.3126	7.54833	7.27062	9.11949	8.05369	7.80263	9.24496	5.76646
ENSG00000287120	0.054506	0	0.057436	0.115125	0	0	0.056469	0	0.044163	0
ENSG00000244642	4.52872	0.948943	3.28148	2.7389	5.75729	4.13294	3.69649	1.52524	5.92612	1.35337
ENSG00000257287	0	0	0	0	0	0	0	0	0	0
ENSG00000250510	0.029343	0	0.106515	0	0	0	0.743162	0.070284	0.362505	0.252405
ENSG00000124486	36.3536	48.2335	40.7316	43.5659	37.4562	41.6707	44.9505	40.8626	38.5997	43.6164
ENSG00000237931	0	0	0.09211	0	0	0	0	0	0	0
ENSG00000225215	0.798379	0.567701	0.923575	0.694133	0.237482	0.658224	0.740946	0.850464	0.788798	0.328915
ENSG00000197054	0	0	0.041754	0.056564	0	0.182513	0.050263	0.013402	0	0.067165
ENSG00000189145	0	0	0	0	0	0	0	0	0	0
ENSG00000232801	0	0	0	0.066024	0.13498	0	0	0	0	0.078077
ENSG00000258511	0	0	0	0	0	0	0	0	0	0
ENSG00000264148	0	0	1.51683	0	0	0	0	0	0	0
ENSG00000237661	0	0	0	0	0	0	0	0	0	0
ENSG00000174514	0.044402	0.079509	0.028671	0.138923	0.142044	0.01226	0.210633	0.03684	0.132152	0.046158
ENSG00000237761	0	0	0	0	0	0	0	0	0	0
ENSG00000180182	49.7155	67.6695	62.3227	62.675	83.5298	45.5431	65.1593	65.7937	66.013	53.8911
ENSG00000207033	0	0	0	0	0	0	0	0	0	0
ENSG00000185753	2.68005	3.08643	2.76205	3.66737	2.87571	5.21456	2.69562	3.27294	2.9847	2.77157
ENSG00000238205	0	0	0	0	0	0	0	0	0	0
ENSG00000126950	0.028429	0	0	0	0	0	0	0	0	0
ENSG00000287098	0	0	0	0	0	0	0	0	0	0
ENSG00000238730	0	0	0	0	0	0	0	0	0	0
ENSG00000141200	0	0	0	0	0	0	0	0	0	0
ENSG00000120647	8.63697	9.0579	15.9854	10.3908	12.5172	8.99764	15.9683	15.3745	22.0493	17.2008
ENSG00000176732	0	0	0	0	0.03933	0	0	0	0.286032	0
ENSG00000235685	0	0.874958	0	0	0	0	0	0	0	0
ENSG00000258820	0	0	0	0	0	0	0	0	0	0
ENSG00000236393	0	0	0	0.016303	0	0	0	0	0	0
ENSG00000215910	0.153071	0.095868	0.030076	0	0	0	0.009334	0	0	0
ENSG00000183337	38.3351	45.3513	23.6125	23.0876	20.8521	21.0411	30.0453	23.1995	28.542	21.8299
ENSG00000238290	0	0	0	0	0	0	0.022	0	0	0
ENSG00000143458	2.13607	3.49475	3.50302	1.55627	1.03938	2.6261	2.3399	1.12299	2.08726	0.999154
ENSG00000240003	0.765206	0.506278	0.825631	1.98204	0.841376	1.88308	0.735803	1.50794	0.91861	1.65801
ENSG00000223486	0	0	0	0	0	0	0	0	0	0
ENSG00000264519	0	0	0	0	0	0	0	0.278344	0	0
ENSG00000263972	0	0	0	0	0	0	0	0	0	0
ENSG00000261435	0	0	0	0	0	0	0	0	0	0
ENSG00000158156	0	0	0	0	0.018918	0	0.032553	0.013014	0	0
ENSG00000270759	0	0	0	0	0	0	0	0	0	0
ENSG00000207164	0	0	0	0	0	0	0	0	0	0
ENSG00000286346	0	0	0	0	0	0	0	0	0	0
ENSG00000228232	0.065334	0.278055	0.062875	0.170037	0	0	0.10088	0.079988	0.048366	0.201288
ENSG00000269950	0	0	0	0	0.08768	0	0	0	0	0
ENSG00000263730	0	0	0	0	0	0	0	0	0	0
ENSG00000104522	24.7627	26.4045	39.3646	37.0706	25.934	38.8774	35.2001	39.6632	34.1956	49.1374
ENSG00000258828	0.141449	0	0.272134	0.367868	0.062721	0	0.05457	0.216103	0.157026	0.145077
ENSG00000234191	0	0	0	0	0	0	0	0	0	0
ENSG00000236747	0	0	0	0	0.070257	0.065308	0	0	0	0
ENSG00000235304	0	0	0	0	0	0	0	0.020574	0	0
ENSG00000228203	6.01045	9.94789	7.54925	7.27506	6.5383	8.18629	6.92358	5.63746	7.36468	4.5787
ENSG00000234465	0.238989	0.295194	0.405974	0.390317	0.50383	0.565344	0.317682	0.132693	0.198058	0.307979
ENSG00000226280	0	0	0	0	0	0	0	0	0	0
ENSG00000242041	0	0	0	0	0	0	0	0	0	0.357967
ENSG00000238123	5.9918	6.25943	5.70564	5.60684	2.67436	2.55038	3.25062	5.20841	4.1974	6.81441
ENSG00000214975	1.13662	0.39518	0	0.818205	0.16037	0.309385	0.287907	0.114076	0.27506	0.580892
ENSG00000165175	12.1313	11.3707	10.6201	10.2141	9.05871	10.1602	10.7409	10.8628	9.75844	10.3769
ENSG00000219930	0	0	0	0	0	0	0	0	0	0
ENSG00000287729	0.871843	1.14914	0.543962	0.713642	0.595358	0.761255	0.634772	0.693825	1.06421	0.475609
ENSG00000236354	0	0	0	0	0	0.146558	0	0	0	0
ENSG00000235806	0	0	0	0	0	0	0	0	0	0
ENSG00000011465	0	0	0	0	0.05194	0.11001	0	0	0	0
ENSG00000233007	0	0	0	0	0	0	0	0	0	0
ENSG00000286262	0.101802	0.107622	0.097572	0	0.178665	0	0.156481	0.061615	0	0
ENSG00000232370	0	0	0	0	0	0	0	0	0	0
ENSG00000235329	0	0	0	0	0	0	0	0	0	0
ENSG00000126861	0.125822	0.081078	0.054834	0.10914	0.407998	0	0.119312	0.061643	0.079117	0.089948
ENSG00000036473	0	0	0	0	0	0	0	0	0	0
ENSG00000252050	2.60034	8.61646	0	0	4.6224	0	0	5.48601	0	0
ENSG00000156313	3.16956	4.60891	4.20474	5.67844	4.11382	8.11104	4.74501	6.53365	4.59932	6.30584
ENSG00000101955	5.1164	4.47091	11.6749	11.8594	12.031	13.9221	11.3358	11.056	10.778	9.84928
ENSG00000239152	0	0	0	0	0	0	0	0	0	0
ENSG00000259110	0	0	0	0	0	0	0	0	0	0
ENSG00000221466	0	0	0	0	0	0	0	0	0	0
ENSG00000232042	0	0	0	0	0	0	0	0	0	0
ENSG00000212952	0	0.217678	0	0	0	0	0	0	0	0
ENSG00000265121	0	0	0	0	0	0	0	0	0	0
ENSG00000147041	0.011578	0	0.011218	0.050681	0.04195	0.086345	0.009004	0.093758	0.094651	0.095366
ENSG00000224339	0	0	0	0	0	0	0	0	0.112595	0.07795
ENSG00000279336	0	0	0	0	0	0	0	0	0	0
ENSG00000116871	56.4507	63.0506	85.6277	46.7738	61.4583	72.2158	76.8253	45.2723	82.3955	43.7976
ENSG00000206983	0	0	0	0	0	0	0	0	0	0
ENSG00000165168	0	0	0	0.01107	0	0	0	0.007875	0	0
ENSG00000147036	0.015477	0.005553	0.010005	0	0	0.008557	0	0.00322	0.003836	0
ENSG00000174678	0	0	0	0	0	0	0	0	0	0
ENSG00000286455	0	0	0	0	0	0	0	0	0	0
ENSG00000237359	0.284056	0	0.888023	1.3543	0.503767	0.525788	0.86509	0.60751	0.262776	0.873964
ENSG00000219186	0	0	0	0	0	0	0	0	0	0
ENSG00000283929	5.75858	0	0	3.05445	2.60219	0	4.47959	0	0	0
ENSG00000139266	12.949	11.5129	8.31893	9.08568	7.63508	5.47151	11.3343	6.89118	9.22764	6.77518
ENSG00000230192	0	0	0	0	0	0	0	0	0	0
ENSG00000241607	0	0	0	0	0	0	0	0	0	0
ENSG00000114204	0	0	0	0	0	0	0	0	0	0.140414
ENSG00000130962	4.19877	6.69795	6.45487	8.12837	4.45519	7.78367	6.97279	7.389	7.62515	6.2883
ENSG00000239870	0	0	0	0	0	0	0	0	0	0
ENSG00000205643	5.09038	6.14547	4.04106	4.16244	3.94012	2.89074	3.39946	4.17509	3.37059	4.46485
ENSG00000231830	0	0	0.324996	0	0	0	0	0.200675	0	0
ENSG00000100749	27.6533	27.2075	19.8596	35.0462	25.9374	24.172	28.5084	43.887	32.1298	38.9256
ENSG00000233810	0	0	0	0	0	0	0	0	0	0
ENSG00000234901	0	0	0	0	0	0	0	0	0	0
ENSG00000134452	16.1507	19.4767	18.5036	27.3137	15.6865	28.8595	18.4993	29.0519	18.3478	22.2096
ENSG00000248266	0	3.5235	0	2.06819	0.406279	1.17843	0.360257	1.41119	0	0.474889
ENSG00000243048	0	0	0	0	0	0	0	0	0	0
ENSG00000231069	0	0	0	0	0	0	0	0	0	0
ENSG00000216835	0	0	0	0	0	0	0	0	0	0
ENSG00000235510	0	0	0	0	0	0	0	0	0	0
ENSG00000254888	0	0.623345	0	0	0	0	0	0	0	0
ENSG00000277717	0	0	0	0	0	0	0	0	0	0
ENSG00000275314	0	0	0	0	0	0	0	0	0	0
ENSG00000285599	0	0	0	0.094503	0	0	0.084233	0	0	0.111516
ENSG00000198752	21.1932	24.861	20.9566	18.2244	17.007	19.8243	17.6173	18.257	19.8863	14.596
ENSG00000249467	0	0	0	0	0	0	0	0	0	0
ENSG00000226703	0	0	0	0	0	0	0	0	0	0
ENSG00000237379	0	0	0	0	0	0	0	0	0	0
ENSG00000167721	28.9889	26.053	20.2664	22.0347	20.0637	18.7748	19.5419	26.1601	22.7855	26.5359
ENSG00000183535	0	0	0	0	0	0	0	0	0	0
ENSG00000286475	0	0	0	0	0	0	0	0.025668	0	0
ENSG00000225331	0	0	0	0	0	0	0	0	0	0
ENSG00000227138	0	0	0	0	0	0	0	0	0	0
