Name	Control_Rep1	Control_Rep2	sgRNA6_D3_Rep1	sgRNA6_D3_Rep2	sgRNA7_D3_Rep1	sgRNA7_D3_Rep2	sgRNA6_D5_Rep1	sgRNA6_D5_Rep2	sgRNA7_D5_Rep1	sgRNA7_D5_Rep2
ENSG00000089199	4	2	1	5	5	4	0	4	0	3
ENSG00000125498	0	0	0	0	0	0	0	0	0	0
ENSG00000259652	0	0	0	0	0	0	0	0	0	0
ENSG00000270610	0	0	0	0	1	0	0	0	0	0
ENSG00000285722	0	3	22	53	30	37	10	41	19	22
ENSG00000153944	6264.98	6437.1	4946.05	6097.52	4698.13	5877.36	6632.21	8502.99	6876.87	4436.8
ENSG00000079819	2387.81	2475.01	2290.34	2617.03	2481.82	2806.88	2930.47	3850.35	3426.17	1959.88
ENSG00000263345	2	1	1	1	0	2	4	4	0	1
ENSG00000254488	0	0	0	0	0	0	0	0	0	0
ENSG00000204256	3259.11	3297.29	3211.98	3862.78	3005	4967.16	3708.94	5366.58	4207.9	2870.34
ENSG00000279954	6	14	0	3	0	4	9	5	4	2
ENSG00000279056	1	0	1	1	1	4	2	1	1	2
ENSG00000268434	0	0	0	0	0	0	0	0	0	0
ENSG00000274347	0	0	0	0	0	0	0	0	0	0
ENSG00000267180	0	0	0	0	0	0	0	0	0	0
ENSG00000284268	0	0	0	0	0	0	0	0	0	0
ENSG00000213335	0	0	0	0	0	0	0	0	1	0
ENSG00000207013	0	0	0	0	0	0	0	0	0	0
ENSG00000233688	0	0	0	0	0	0	0	0	0	0
ENSG00000263667	0	0	0	0	0	0	0	0	0	0
ENSG00000133475	0	0	0	0	0	0	0	0	0	0
ENSG00000130520	1414.84	1236.8	1270.75	1159.8	984.999	1179	1660	1806.47	1588.34	1166
ENSG00000223263	0	0	0	0	0	0	0	0	0	0
ENSG00000244345	0	0	0	0	0	0	0	0	0	0
ENSG00000214691	0	0	0	0	0	0	0	1	0	0
ENSG00000234880	0	0	2	0	0	0	0	1	0	0
ENSG00000279203	5	7	16	15	11	28	21	29	16	8
ENSG00000258484	1160.66	986.13	596.041	1388.86	659.802	770.82	959.897	2061.34	1093.12	1139.67
ENSG00000263595	0	0	0	0	0	0	0	0	0	0
ENSG00000198840	22908.4	20132.4	22726.1	21188.6	16376.9	24479.1	31677.3	30322.2	31882.2	16765.9
ENSG00000154447	164	216	153	168.999	147	189.009	229.125	308	221	160
ENSG00000283180	0	0	0	0	0	0	0	0	0	0
ENSG00000275056	36	31	34.087	38	35	58	35	51.053	48	31
ENSG00000134138	2040.44	2108.65	1907.95	2452.35	1766.01	2029.31	2735.54	3690.33	2885.21	1897.48
ENSG00000275004	840	855.018	541.045	1037.01	665	997	827.001	1749.02	1033.08	899
ENSG00000205927	124	72	55	34	46	35	63	38	80	19
ENSG00000272442	13.463	9.596	8.247	4.519	1.148	3.591	4.092	14.944	4.116	3.936
ENSG00000127515	0	0	0	0	0	0	0	0	0	0
ENSG00000284242	0	0	0	0	0	0	0	0	0	0
ENSG00000286230	0	0	3	3	1	5	0	5	2	0
ENSG00000225973	92	76	83.863	108.984	106	152.91	126.941	186.892	207.745	104
ENSG00000126351	720.722	730.744	620	540	546	446.208	515.287	578.073	671.984	317.02
ENSG00000265739	4	0	0	0	0	0	1	0	1	0
ENSG00000205360	0	0	0	0	0	0	0	0	0	0
ENSG00000224611	0	0	0	0	0	0	0	0	0	0
ENSG00000134014	868.405	861.132	703.6	1172.9	664.378	1170.8	971.002	1725.79	1027.45	1014.49
ENSG00000280125	0	0	0	0	0	0	0	0	0	0
ENSG00000276290	0	0	0	0	0	0	0	1	0	0
ENSG00000286009	1	1	2	0	3	5	1	1	4	2
ENSG00000103121	368.979	389.041	453.4	608.459	410.001	576.817	540.131	878.333	641.213	467.015
ENSG00000232558	0	0	0	0	0	0	2	0	0	0
ENSG00000231054	0	0	0	0	0	0	0	0	0	0
ENSG00000260306	15	16	23	15.282	16	30.673	19.483	26.88	19	19
ENSG00000072840	417	541.001	389	474.999	343	368.261	462.001	585	439	323.122
ENSG00000065427	1768	1715.81	1694.57	2320.99	1580.17	2177.23	2054.04	3601.54	2130.81	2118.33
ENSG00000176387	0	0	0	0	0	0	0	0	0	0
ENSG00000270755	0	0	0	0	1	0	0	0	1	0
ENSG00000271222	0	0	0	0	0	0	0	0	0	0
ENSG00000159459	1248.99	1378.56	1932.88	2865.18	2138.02	3441.28	2497.87	4077.51	2748.98	2263.99
ENSG00000283904	0	0	0	0	0	0	0	0	0	0
ENSG00000156413	0	0	0	0	0	0	0	0	0	0
ENSG00000267424	21	22	8	7	7	7	11	10	6	9
ENSG00000100429	213.956	235.83	324.375	273.44	260.301	269.072	358.284	262.955	292.934	174.888
ENSG00000222630	0	0	0	0	0	0	0	0	0	0
ENSG00000271208	1	5	0	3	0	0	0	1	0	4
ENSG00000232886	0	0	0	0	0	0	0	0	0	0
ENSG00000159231	214.1	216	359	266	371.898	418	364	365.16	437.291	218.021
ENSG00000233843	0	0	0	0	0	0	0	0	0	0
ENSG00000253752	0	0	0	0	0	0	0	0	0	0
ENSG00000206262	0	3	1	0	1.003	4	3	5	5	2
ENSG00000259604	0	8.325	3.402	0	0	0	1.742	5.265	1.743	0
ENSG00000183454	0	0	0	0	0	0	0	0	0	0
ENSG00000278655	0	0	0	0	0	0	0	0	0	0
ENSG00000043514	501.647	525.28	478.014	641.095	441	787	593.001	1061.04	655.347	519.001
ENSG00000124203	0	0	0	0	0	0	1	0	0	1
ENSG00000102891	0	0	0	0	0	0	0	0	0	0
ENSG00000240669	0	0	0	0	0	0	0	0	0	0
ENSG00000286032	9	5	7.453	10.154	9.878	14.649	7.332	8.928	17.542	3.913
ENSG00000073536	291.001	347.076	215	222	159.001	139.001	259.001	392.001	193	182.999
ENSG00000068724	123.999	137.999	181.001	118	190.001	170	192.075	201.038	232.001	104
ENSG00000006530	576.041	561.091	804.019	1003.55	757.873	1269.27	1045	1528	1113.13	891.001
ENSG00000259743	0	0	0	0	0	0	0	0	0	0
ENSG00000237835	0	0	0	0	0	0	0	0	0	0
ENSG00000258923	0	0	0	0	0	0	1	0	0	0
ENSG00000229711	0	0	0	0	0	0	0	0	0	0
ENSG00000171956	0	0	0	0	0	0	0	0	0	0
ENSG00000067704	3258.51	3182.79	1788.67	3477.92	2029.01	2624.15	2697.12	5180.84	2824.18	2971.15
ENSG00000273372	0	0	0	0	0	0	1	0	0	0
ENSG00000200443	0	0	0	0	0	0	0	0	0	0
ENSG00000225180	1	0	0	1	0	0	0	0	0	0
ENSG00000260217	0	0	0	0	0	0	0	0	0	0
ENSG00000233446	0	0	0	0	0	0	0	0	0	0
ENSG00000268532	0	0	0	0	0	0	0	0	0	0
ENSG00000161013	1326.61	1175.68	1373.71	1225.16	1153	1669.36	1960	1630.51	1887	1051.8
ENSG00000159110	273.218	258.542	279	337.255	277.448	270.74	346.961	504.388	408.986	265.668
ENSG00000105698	2120.76	2121.53	1456.87	1646.76	1095	1249.91	1833.78	2208.23	1884.97	1356
ENSG00000184351	445.564	468.092	416.016	462	476.602	529.004	419.78	758	490	491.854
ENSG00000227205	0	0	0	0	0	0	1	0	0	0
ENSG00000277904	0	0	0	0	0	0	0	0	0	0
ENSG00000280213	13	19	17	19	20	20	26	29	11	17
ENSG00000235776	0	0	1.001	0	1	0	0	0	0	0
ENSG00000285815	2.179	4.479	36.17	17.862	30.235	0	1.635	30.482	35.048	0
ENSG00000260060	27	47	15	21	10	18	16	8	18	11
ENSG00000264024	0	0	0	0	0	0	0	0	0	0
ENSG00000255534	0	0	0	0	0	0	0	0	0	0
ENSG00000251664	0	0	0	0	0	0	0	1	0	0
ENSG00000278971	0	0	0	1	0	0	0	0	0	0
ENSG00000252794	0	0	0	0	0	0	0	0	0	0
ENSG00000223967	0	0	0	0	0	0	0	0	0	0
ENSG00000242398	0	0	0	0	0	0	0	0	0	0
ENSG00000199730	7	12	7	2	3	9	4	12	5	5
ENSG00000099308	435.175	499.903	872.06	623.257	684.186	653.083	895.046	780.265	810.402	468.176
ENSG00000240641	0	0	0	0	0	0	0	0	0	0
ENSG00000274514	1	2	0	0	0	0	0	0	0	0
ENSG00000214456	9	8	8	9.235	11	6	4	9	9	5
ENSG00000235922	0	0	0	0	0	0	0	0	0	0
ENSG00000267927	0	0	0	0	0	1	0	0	0	0
ENSG00000196388	8	5	4	10	9	9	8	5	1	2
ENSG00000261575	1	1	5	5	4	2	3	1	7	3
ENSG00000267666	8	14.017	48	55	27	78	26	47	27	32
ENSG00000231458	0	0	0	0	0	0	0	0	0	0
ENSG00000201723	0	0	0	0	0	0	0	0	0	0
ENSG00000278404	0	0	0	0	0	0	0	0	0	0
ENSG00000202082	0	0	0	0	0	0	0	0	0	0
ENSG00000175322	216.009	281.167	180.008	283	204.069	238.417	288.001	517.001	277.085	240.001
ENSG00000213055	0	0	1	0	0	0	0	0	0	0
ENSG00000221923	156	131	31	36.084	25	46	27	41	43	12
ENSG00000156304	1923.58	2076.11	1274.42	1472.3	1204.74	1713.16	1516.26	2019	1603.77	937.906
ENSG00000250505	0	0	0	0	0	0	0	0	0	0
ENSG00000254181	0	0	0	0	0	0	0	0	0	0
ENSG00000227342	0	0	0	0	0	0	0	0	0	0
ENSG00000196365	2000.39	2012.77	1955.58	1874.69	1644.02	1956.01	2014	2706	2343.6	1418
ENSG00000129946	2	4	3	1	1	0	1	0	0	1
ENSG00000264084	0	0	0	0	0	0	0	0	0	0
ENSG00000266559	0	0	0	0	0	0	0	0	0	0
ENSG00000226822	0	0	0	0	0	0	0	0	0	0
ENSG00000257824	0	0	0	0	0	0	0	0	0	0
ENSG00000232913	0	0	1	1	0	0	0	0	0	0
ENSG00000170604	385	342.071	450.094	356	376	360	453	469.256	489.046	321
ENSG00000279249	17	19.002	2	7	0	1	0	6	1	1
ENSG00000244071	0	0	0	0	1	0	0	0	0	0
ENSG00000278715	0	0	0	0	0	0	0	0	0	0
ENSG00000189169	0	0	0	0	0	0	0	0	0	0
ENSG00000274515	0	0	0	1	1	0	0	0	2	0
ENSG00000074416	7	2	19.001	7.999	27	24	5	8	14	10
ENSG00000107960	159.228	145	150.252	260.616	184.179	249.231	215	408.826	209.046	198.615
ENSG00000253397	0	0	0	0	0	0	0	0	0	0
ENSG00000127533	0	0	0	0	0	0	0	0	0	0
ENSG00000159197	0	0	0	1	1	1	1	5	3	2
ENSG00000222160	0	0	0	0	0	0	0	0	0	0
ENSG00000184058	0	1	0	0	0	0	0	1	0	1
ENSG00000267590	0	0	0	0	0	0	0	0	0	0
ENSG00000199790	0	0	0	0	0	0	0	0	0	0
ENSG00000225304	0	0	0	0	0	0	0	0	0	0
ENSG00000151445	304	272.001	353.388	574.001	397.001	583.668	358.991	677.114	432.007	370.592
ENSG00000279669	0	0	0	0	0	0	0	0	0	0
ENSG00000141485	0	0	0	2	1	1	1	1	0	0
ENSG00000276782	0	0	0	0	0	0	0	0	0	0
ENSG00000211680	0	0	0	0	0	0	0	0	0	0
ENSG00000212932	0	0	0	0	0	0	0	0	0	0
ENSG00000262050	13	11	8	11	3	11	4	11	4	5
ENSG00000252064	0	0	0	0	0	0	0	0	0	0
ENSG00000105472	19	14	25	15	23	8	20	9	9	12
ENSG00000253261	0	0	0	0	0	0	0	0	0	0
ENSG00000265445	0	0	0	0	0	0	0	0	0	0
ENSG00000262231	0	0	0	0	0	0	0	0	0	0
ENSG00000201512	5.363	0	0	10.541	6.363	6.966	7.596	13.854	5.622	10.103
ENSG00000242472	0	0	0	0	0	0	0	0	0	0
ENSG00000229000	0	0	0	0	0	0	0	0	0	0
ENSG00000100298	1	1	0	3	2	0	2	1	2	4
ENSG00000283578	0	2	6	11	7	12	6	7	3	4
ENSG00000140545	506.006	490.843	710.036	463.978	699	593.255	751.985	618.026	739.999	329.999
ENSG00000272537	0	0	0	0	0	0	0	0	1	0
ENSG00000234071	0	0	0	0	0	0	0	0	0	0
ENSG00000287337	5	3	1	4	8	2	4	2	6	1
ENSG00000160161	1	5	9	15	3	3	8	6	5	7
ENSG00000283583	0	0	0	0	0	0	0	0	0	0
ENSG00000231767	1.011	0	1.009	2.02	0	0	0	4.065	2.017	0
ENSG00000231729	0	0	0	1	1	2	1	1	1	0
ENSG00000258701	32	32	23	27	7	23	35	35.014	21	23
ENSG00000130449	1435.84	1264.08	1372	1474.94	1590	1987.83	1753.58	1872.93	1986.87	1029
ENSG00000238244	0	0	0	0	0	0	0	0	0	0
ENSG00000153066	649.849	712.292	1182.31	1086.15	1290.09	1501.75	1308	1493.62	1376.1	776.548
ENSG00000187045	0	0	0	0	0	0	0	0	0	0
ENSG00000228503	0	0	0	0	0	0	0	0	0	0
ENSG00000252060	0	0	0	0	0	0	0	0	0	0
ENSG00000228210	0	0	0	0	0	0	0	0	0	0
ENSG00000143162	512	458.739	626.884	817.82	694.028	982	690	1220.54	821.538	695
ENSG00000221139	0	0	0	0	0	0	0	0	0	0
ENSG00000276250	2	0	1	0	2	0	4	0	0	0
ENSG00000267716	0	0	0	0	0	0	0	0	0	0
ENSG00000109756	972.679	957.07	1146.97	1226.68	1154	1540.81	1331.01	1747.1	1493.22	929.187
ENSG00000226306	0	0	0	3	1	0	0	6	0	1
ENSG00000133731	671.515	698.996	814.9	1486.85	902	1499.76	1254.74	1929.71	1326.24	1066.93
ENSG00000161643	0	0	0	0	0	0	0	0	0	0
ENSG00000240095	0	0	0	0	0	0	0	0	0	0
ENSG00000097096	221	185	256.006	341	301	468	313	465.021	323	203.084
ENSG00000060303	0	0	0	0	0	0	0	0	0	0
ENSG00000248883	0	0	0	0	0	0	0	0	0	0
ENSG00000261273	0	0	0	0	0	0	0	0	0	0
ENSG00000272669	14	14	9	9	10	17	7	11	11	7
ENSG00000267787	61.392	59.894	31.831	37.327	36.444	27.441	31.337	69.154	51.79	40.564
ENSG00000267563	0	0	0	0	0	0	0	0	0	0
ENSG00000264659	0	0	0	0	0	0	0	0	0	0
ENSG00000281842	0	0	0	0	0	0	0	0	0	0
ENSG00000124091	0	0	0	0	0	1	1	1	1	0
ENSG00000266580	0	0	0	0	0	0	0	0	0	0
ENSG00000222701	0	0	0	0	0	0	0	0	0	0
ENSG00000260681	0	0	0	0	0	0	0	0	0	0
ENSG00000136824	2053.32	2113.43	951.001	1356.14	1124.09	1241.63	1705	2412.72	1774.26	1441.49
ENSG00000264073	0	0	0	0	0	0	0	0	0	0
ENSG00000114120	4317.49	4426.65	5301.49	8914.99	5895.69	8279.92	8060.23	13920.2	8154.51	7740.66
ENSG00000280415	0	0	0	0	0	0	0	0	0	0
ENSG00000065989	46	57	31	22	25	13	47	40	28	28
ENSG00000268001	21	19	25	49	10	57	32	80	25	46
ENSG00000233783	4	3	3	3	4	7	4	3	2	2
ENSG00000244527	0	0	0	0	0	0	0	0	0	0
ENSG00000188786	443.044	476.144	529.01	767.184	529	814.245	786.944	1095.51	738.061	540
ENSG00000205838	11	6	5	5	3	0	5	5	7	8
ENSG00000235295	0	0	0	0	1	1	1	0	0	0
ENSG00000232029	0	0	0	0	0	0	0	0	0	0
ENSG00000212314	0	0	0	0	0	0	0	0	0	0
ENSG00000251907	0	0	0	0	0	0	0	0	0	0
ENSG00000087510	17	20	43	27	43	119	44.045	30	50	5
ENSG00000233215	17.999	19	39.999	57	34	50	78	85.001	55.001	54
ENSG00000257539	2	0	2	2	0	0	2	6	0	0
ENSG00000137801	0	1	0	0	0	0	0	1	1	0
ENSG00000234655	0	0	0	0	0	0	0	0	0	0
ENSG00000182783	0	0	0	0	0	0	0	0	0	0
ENSG00000223056	0	0	0	0	0	0	0	0	0	0
ENSG00000278611	5	3	5	6	6	13	2	9	2	5
ENSG00000219073	0	0	0	0	0	0	0	0	0	0
ENSG00000100241	2368.59	2786.76	2934.83	1893.2	2753.88	2756.32	2971.47	2426.27	3020.83	1459.79
ENSG00000183145	0	0	0	0	0	0	0	0	0	1
ENSG00000178585	362.989	365.386	197	193.991	201.073	141.989	240.158	234	209	170
ENSG00000242088	0	0	0	0	0	0	0	1.001	0	0
ENSG00000267852	0	1	0	1	1	2	0	0	0	0
ENSG00000125695	0	0	0	0	0	0	0	0	0	0
ENSG00000252412	0	0	0	0	0	0	0	0	0	0
ENSG00000267507	0	0	0	0	0	0	0	0	0	0
ENSG00000131233	0	0	0	0	0	0	0	0	0	0
ENSG00000149656	7.027	5.714	1.558	7.578	2.474	5.018	0	7.101	4.685	4.696
ENSG00000271672	0	0	43.72	76.172	0	0	0	0	0	0
ENSG00000271320	0	0	0	0	1	0	0	0	0	0
ENSG00000166869	0	0	0	0	2	0	0	0	0	0
ENSG00000277013	0	0	0	0	0	0	0	0	0	0
ENSG00000213598	3.024	0	0	1.001	1.005	2.013	1.003	3.03	1.003	0
ENSG00000268355	3	2	2	10	1	3	8	20	4	8
ENSG00000131467	2507.41	2243.71	2312.41	3110.75	2509.4	3013.37	3082.67	4423.74	3186.76	2420.83
ENSG00000166068	1601.05	1622.65	1844.33	2486.98	1862.27	3069.55	2638.89	3630.78	2707.12	1961.36
ENSG00000124160	534.177	531	663	807.673	586	980.68	937.93	1243.29	888.602	577
ENSG00000250220	0	2	0	1	0	1	2	2	3	0
ENSG00000234399	0	0	0	0	0	0	0	0	0	0
ENSG00000089012	0	0	0	0	0	0	1	0	0	0
ENSG00000251830	0	0	0	0	0	0	0	0	0	0
ENSG00000260118	17	10	5	5	7	7	8	22	4	13
ENSG00000259570	0	0	0	0	0	0	0	0	1	0
ENSG00000232702	0	0	0	0	0	0	0	0	0	0
ENSG00000279610	0	0	0	0	0	0	0	0	0	0
ENSG00000197487	0	0	0	0	0	0	0	0	0	0
ENSG00000215367	0	0	0	0	0	0	0	0	0	0
ENSG00000269935	0	1	0	0	0	0	0	0	0	0
ENSG00000198868	3	0	1	6	5	2	4	2	3	2
ENSG00000257403	1.346	1	5.991	9.494	2	4	2	0	5	6.001
ENSG00000267170	0	0	0	0	0	0	0	0	0	0
ENSG00000207722	0	0	0	0	0	0	0	0	0	0
ENSG00000178591	0	0	0	0	0	0	0	0	0	0
ENSG00000232112	979.445	919.903	801.529	1299.18	1115	1329	1224	2003.22	1323	1014.8
ENSG00000185808	251.719	234.581	222.001	396.536	236	420.97	344.029	606.001	362	342
ENSG00000278008	0	0	0	0	0	1	0	0	0	0
ENSG00000125995	229.479	184	250.353	346	524.037	334	316.683	490.299	343	240.001
ENSG00000100417	151	153.001	275.001	217	236.999	267	296.001	230.833	284.172	143
ENSG00000213386	0	0	0	0	0	1	0	0	0	0
ENSG00000259411	0	1	0	1	0	1	0	0	2	0
ENSG00000261231	0	0	0	0	1	0	0	0	0	0
ENSG00000214429	0	0	0	0	0	0	0	2	0	0
ENSG00000059915	10	9	4	6	2	6	7	7	6	3
ENSG00000232382	0	0	0	0	0	0	0	0	0	0
ENSG00000259137	0	0	0	0	0	0	1.002	0	0	0
ENSG00000274248	0	0	0	0	0	0	0	0	0	0
ENSG00000252555	0	0	0	0	0	0	0	0	0	0
ENSG00000197451	2200.14	2212.7	2527.55	2912.77	2453.62	3457.7	3338.66	4292.17	3647.55	2271.81
ENSG00000211656	0	0	0	0	0	0	0	0	0	0
ENSG00000223822	0	1	1.794	0	2	0	0	4	1	0
ENSG00000114850	3836.09	3880.69	5671.92	6276.12	6687.67	8429.23	7718.99	9261.43	8133.4	5352.78
ENSG00000262172	3	4	2	5	2	4	3	3	1	2
ENSG00000083454	0	0	1	1	0	2	1	0	3	0
ENSG00000235079	1	3	1	2	4	0	2	4	1	4
ENSG00000232487	0	1	4	3	2	0	1	0	4	0
ENSG00000132205	356	375.454	167.003	180	153	215	226	353	224	217
ENSG00000269091	0	0	0	1	2	2	0	0	0	1
ENSG00000144560	1275.15	1218.72	976.866	943.687	939	1294.81	1186.18	1390.09	1356.61	751.499
ENSG00000241983	1	0	1	1	2	0	4	1	1	0
ENSG00000166573	0	0	0	0	0	0	1	0	0	0
ENSG00000257622	0	0	2.888	4.634	0	0	0	0	0	0
ENSG00000261934	11	31.708	15	7.622	9	8	16	21	13	4
ENSG00000282876	0	6	0	2	1	5	0	4	1	4
ENSG00000206991	0	0	0	0	0	0	0	0	0	0
ENSG00000245614	43.45	66.314	36.134	55.626	35.422	44.323	40.277	80.008	45.215	34.489
ENSG00000266993	21	20.778	26	21	10	18	27	17	33.026	12
ENSG00000217455	0	0	0	0	0	0	0	0	0	0
ENSG00000166947	0	0	0	0	0	0	0	0	0	1
ENSG00000226116	0	0	0	0	0	0	0	0	0	0
ENSG00000113100	0	0	1	0	0	0	0	0	0	0
ENSG00000171522	4	1	2	1	2	13	1	10	0	1
ENSG00000260209	8	13	7	26	7	7	3	16	5	8
ENSG00000287447	0	0	1	1	1	0	0	0	1	1
ENSG00000270411	0	0	0	0	0	0	0	0	0	0
ENSG00000184897	1459.61	1299.29	817.279	262	501	302	914	470	896.278	258
ENSG00000277872	0	0	0	0	0	0	0	0	0	0
ENSG00000230201	0	0	0	0	0	0	0	0	0	0
ENSG00000259814	0	0	3	2	0	0	1	0	0	0
ENSG00000227671	307.72	359.006	316.419	477.783	349	409	339.984	713.883	455	339
ENSG00000184144	0	0	0	1	0	0	0	0	0	2
ENSG00000224973	2	7	2	0	0	3	2	2	0	1
ENSG00000171189	0	0	3	0	0	1	0	0	0	0
ENSG00000276926	0	0	0	0	0	0	0	0	0	0
ENSG00000196406	0	0	0	0	0	0	0	0	0	0
ENSG00000278996	120.351	145.584	178.291	229.028	130	246.5	269.262	321.947	288.562	156.822
ENSG00000286144	0	0	0	0	0	0	0	0	0	0
ENSG00000174307	46	40	32	8	14	12	36	7	41	3
ENSG00000200354	12.102	8.545	9.736	15.671	9.569	23.275	9.17	20.093	13.073	23.791
ENSG00000286645	0	0	2	0	0	0	0	0	0	0
ENSG00000235225	0	0	1	0	0	2	0	0	0	0
ENSG00000276800	0	0	0	0	0	0	0	2	0	0
ENSG00000278932	251.029	305.953	232.235	519.142	193.199	311.672	289.685	567.142	260.778	285.196
ENSG00000265787	2.091	7	5.439	3.53	2	1.141	4.227	3.343	5.463	0
ENSG00000279720	37	40	49.008	55	21	50	31	53	46	37
ENSG00000212766	29	29	8	48.999	12	9	20	49	13	18
ENSG00000175841	1	0	0	1	0	0	0	0	0	0
ENSG00000196109	4	5	1	3	0	0	5	5	1	2
ENSG00000274414	5	3	8	14	15	17	10	13	25.029	7
ENSG00000149609	5	5	4	5	13	2	8	10	12.144	9
ENSG00000279658	0	0	0	0	0	0	0	0	0	0
ENSG00000147099	753.961	834.549	715.87	897.001	634.585	646.78	853.208	1207.15	814.035	634.565
ENSG00000240704	0	1	1	0	0	0	0	0	0	0
ENSG00000280433	166.911	263.444	243.908	313.572	202.845	265.292	342.337	467.62	354.609	278.609
ENSG00000153029	125	118.999	184	232	194	428.001	246	225	256	137
ENSG00000131845	222	197.016	138	267.421	196	388.123	257	368	209	210
ENSG00000234529	0	0	0	0	0	0	0	0	0	0
ENSG00000260247	0	0	0	0	0	0	0	0	0	0
ENSG00000167705	38	34	57	107	73	72.999	83	121.306	74	93.252
ENSG00000228349	0	0	0	0	0	0	0	0	0	0
ENSG00000271313	0	0	0	0	0	0	0	0	0	0
ENSG00000141127	259.923	243.091	262.154	367.192	242.001	392.321	343.001	496.004	368.127	272
ENSG00000092148	3319.74	3314.88	4239.64	6289.79	4404.13	6134.03	6009.02	9250.63	6296.94	5163.34
ENSG00000213987	0	0	0	0	0	0	0	0	0	0
ENSG00000213707	0	0	0	0	0	0	0	0	0	0
ENSG00000266598	0	0	0	1	0	0	0	0	0	0
ENSG00000260406	0	0	0	0	0	0	0	0	0	0
ENSG00000248227	0	0	0	0	0	0	0	0	0	0
ENSG00000268006	17	13	8	10	8	33	10	21.102	20	5
ENSG00000252749	0	0	0	0	0	0	0	0	0	0
ENSG00000226400	3	2	6	13	5	18.323	10.216	24	9	5
ENSG00000196218	2	6	2	0	0	0	0	1	0	1
ENSG00000005194	407	395	467.826	782.614	499	897.005	692.999	1134.33	704.129	621.973
ENSG00000252915	0	0	0	0	0	0	0	0	0	0
ENSG00000125148	360.998	326.591	1136.55	543.718	813.525	683.978	1123.38	730.576	992.83	528.85
ENSG00000149596	0	0	0	0	1	0	1	1	0	1
ENSG00000197044	34	49	34	20	46	89	53	39	50	32
ENSG00000280061	42.93	39.651	0	5.305	1	2.001	0	2.409	4	2.138
ENSG00000237929	0	0	0	0	0	0	0	0	0	0
ENSG00000287003	0	0	0	0	0	0	0	0	0	0
ENSG00000124225	100	106	113	66.999	54	239	185	82	117	47.001
ENSG00000128185	178.77	187.038	222.261	206.53	269.192	211.346	255.769	247.986	291.297	188.055
ENSG00000119913	0	0	0	0	1	0	0	0	0	1
ENSG00000250069	181.096	184.062	122.104	180	135	167	150	201.114	152	98.114
ENSG00000259399	0	0	0	37.364	13.991	27.642	0	20.049	0	4.076
ENSG00000230741	0	0	0	0	0	0	0	0	0	0
ENSG00000092010	439.689	412.991	568.779	703.272	567.689	766.962	621.032	882.001	713	456.999
ENSG00000286894	0	0	0	0	0	0	0	0	0	0
ENSG00000099864	220	249.169	162	65	117	85	228	112.01	245.001	75
ENSG00000286877	1	1	1	1	0	1	0	0	0	0
ENSG00000284824	4	2	1	0	2	0	0	0	0	11.98
ENSG00000131002	756	795.889	713.089	1658.96	813.001	1248.07	1151	2336.39	1252.24	1347.91
ENSG00000263917	0	0	0	0	0	0	0	0	0	0
ENSG00000262008	0	0	0	0	0	0	0	0	0	0
ENSG00000185272	24	38	42.001	95	96	291	39.001	103	75	52
ENSG00000242120	0	0	0	0	1	0	0	0	0	0
ENSG00000280396	0	0	0	0	0	0	0	0	0	0
ENSG00000169926	344	350	380.065	314	277	523.01	483.999	481.032	482	284
ENSG00000286094	198.978	283.959	75.383	77.76	82.899	89.752	156.578	133.097	115.936	71.445
ENSG00000069329	3003.64	2417.24	2763.06	4081.53	3175.25	4820.02	3688.26	5862.13	3921.45	3563.18
ENSG00000119655	958.001	740.293	1110.03	1219	1112.89	1082.78	1525.67	1850.09	1753.39	1084
ENSG00000137845	8005.05	8095.78	4939.47	7343.13	5161.76	7026.72	7600.32	11177.7	8050.64	6008.02
ENSG00000188089	0	0	0	0	0	0	0	0	0	0
ENSG00000234703	0	0	0	0	0	0	0	0	0	0
ENSG00000133019	26.06	10.103	1.005	3.041	1.007	6.06	6.055	5.086	11.139	2.04
ENSG00000238542	0	0	0	0	0	0	0	0	0	0
ENSG00000216754	0	0	0	0	0	0	0	0	0	0
ENSG00000231134	0	0	0	0	0	0	0	0	0	0
ENSG00000206745	0	0	0	0	0	0	0	0	0	0
ENSG00000259674	0	0	0	0	0	0	0	0	0	0
ENSG00000141040	46	29	6	7	3	14	6	8	6	8
ENSG00000273164	0	0	2	0	0	2	0	0	0	0
ENSG00000157823	408.858	406.522	734.29	835.085	783.214	1075.09	907.413	983.271	884.788	623.876
ENSG00000105171	371.999	405.001	404.234	561	409	672.021	469.997	717.001	636.942	446.001
ENSG00000212136	0	0	0	0	0	0	0	0	0	0
ENSG00000182095	2392.6	2845.43	2787.93	1633.19	1856.99	2588.32	3179.91	2079.75	2931.82	1224.16
ENSG00000259545	0	0	1	0	0	0	0	0	0	0
ENSG00000224870	131.001	116	133	180.032	119.999	217.999	183	301.999	158.999	167.13
ENSG00000213911	0	0	0	0	0	0	0	0	0	0
ENSG00000283504	0	1	3	8	0	3	1	6	1	2
ENSG00000268785	1	0	0	0	0	0	0	0	0	0
ENSG00000273796	1	0	0	0	0	0	0	0	0	0
ENSG00000180509	8	18	18	3	10	17.253	17	12	11	7
ENSG00000206954	0	0	1	0	0	0	0	0	3	0
ENSG00000279298	0	0	0	0	1	1	0	0	0	0
ENSG00000280406	0	0	0	0	0	0	0	0	0	0
ENSG00000275139	0	1	1	0	0	0	0	0	0	0
